chr	start	end	markName
KQ009501.1	10216551	10236550	Ref. Intergenic
KQ009501.1	1042021	1062020	Ref. Intergenic
KQ009501.1	10891387	10911386	Ref. Intergenic
KQ009501.1	12058375	12063913	Ref. Intergenic
KQ009501.1	12064093	12078374	Ref. Intergenic
KQ009501.1	12090683	12110225	Ref. Intergenic
KQ009501.1	1211516	1216351	Ref. Intergenic
KQ009501.1	12139979	12159978	Ref. Intergenic
KQ009501.1	1221539	1223999	Ref. Intergenic
KQ009501.1	12368008	12388007	Ref. Intergenic
KQ009501.1	12557177	12569257	Ref. Intergenic
KQ009501.1	12569803	12577176	Ref. Intergenic
KQ009501.1	12892976	12912975	Ref. Intergenic
KQ009501.1	1296916	1305398	Ref. Intergenic
KQ009501.1	131123	134464	Ref. Intergenic
KQ009501.1	13302327	13318950	Ref. Intergenic
KQ009501.1	13319089	13322326	Ref. Intergenic
KQ009501.1	134625	138139	Ref. Intergenic
KQ009501.1	138473	141624	Ref. Intergenic
KQ009501.1	13959254	13967510	Ref. Intergenic
KQ009501.1	13967788	13979253	Ref. Intergenic
KQ009501.1	1411208	1413931	Ref. Intergenic
KQ009501.1	142633	148922	Ref. Intergenic
KQ009501.1	14499355	14500723	Ref. Intergenic
KQ009501.1	1461316	1462781	Ref. Intergenic
KQ009501.1	14623969	14633176	Ref. Intergenic
KQ009501.1	1465653	1473748	Ref. Intergenic
KQ009501.1	14984902	14996392	Ref. Intergenic
KQ009501.1	15224107	15226284	Ref. Intergenic
KQ009501.1	15376451	15396450	Ref. Intergenic
KQ009501.1	15498857	15510413	Ref. Intergenic
KQ009501.1	15601383	15609106	Ref. Intergenic
KQ009501.1	15880177	15893556	Ref. Intergenic
KQ009501.1	15893917	15895788	Ref. Intergenic
KQ009501.1	15937786	15941859	Ref. Intergenic
KQ009501.1	1655994	1669358	Ref. Intergenic
KQ009501.1	166685	171227	Ref. Intergenic
KQ009501.1	16979959	16999958	Ref. Intergenic
KQ009501.1	17059241	17077844	Ref. Intergenic
KQ009501.1	17081933	17094484	Ref. Intergenic
KQ009501.1	17240120	17246573	Ref. Intergenic
KQ009501.1	172751	177379	Ref. Intergenic
KQ009501.1	17476684	17496683	Ref. Intergenic
KQ009501.1	1775463	1783086	Ref. Intergenic
KQ009501.1	1784354	1795462	Ref. Intergenic
KQ009501.1	17856267	17876266	Ref. Intergenic
KQ009501.1	18784871	18800135	Ref. Intergenic
KQ009501.1	19383777	19403776	Ref. Intergenic
KQ009501.1	20206669	20208612	Ref. Intergenic
KQ009501.1	20226101	20230552	Ref. Intergenic
KQ009501.1	20232549	20234142	Ref. Intergenic
KQ009501.1	20445973	20452565	Ref. Intergenic
KQ009501.1	20453090	20463389	Ref. Intergenic
KQ009501.1	20558289	20568639	Ref. Intergenic
KQ009501.1	20568799	20578288	Ref. Intergenic
KQ009501.1	20784584	20804583	Ref. Intergenic
KQ009501.1	20868863	20884653	Ref. Intergenic
KQ009501.1	21276273	21292960	Ref. Intergenic
KQ009501.1	21388421	21389744	Ref. Intergenic
KQ009501.1	21391790	21393708	Ref. Intergenic
KQ009501.1	21427835	21434136	Ref. Intergenic
KQ009501.1	21505360	21525359	Ref. Intergenic
KQ009501.1	21548301	21549624	Ref. Intergenic
KQ009501.1	2157091	2162704	Ref. Intergenic
KQ009501.1	21585597	21605596	Ref. Intergenic
KQ009501.1	2163202	2164230	Ref. Intergenic
KQ009501.1	21966204	21971642	Ref. Intergenic
KQ009501.1	22034367	22037254	Ref. Intergenic
KQ009501.1	22045795	22062389	Ref. Intergenic
KQ009501.1	22101310	22102583	Ref. Intergenic
KQ009501.1	22187083	22193541	Ref. Intergenic
KQ009501.1	22240419	22252585	Ref. Intergenic
KQ009501.1	22457393	22462343	Ref. Intergenic
KQ009501.1	22598190	22616900	Ref. Intergenic
KQ009501.1	22683480	22697893	Ref. Intergenic
KQ009501.1	22724507	22728366	Ref. Intergenic
KQ009501.1	22960595	22963415	Ref. Intergenic
KQ009501.1	2304227	2324226	Ref. Intergenic
KQ009501.1	23097932	23102204	Ref. Intergenic
KQ009501.1	23103500	23113013	Ref. Intergenic
KQ009501.1	23194217	23199577	Ref. Intergenic
KQ009501.1	23245371	23265370	Ref. Intergenic
KQ009501.1	23517825	23527233	Ref. Intergenic
KQ009501.1	23529375	23533785	Ref. Intergenic
KQ009501.1	23701071	23721070	Ref. Intergenic
KQ009501.1	24373974	24393973	Ref. Intergenic
KQ009501.1	25424371	25444370	Ref. Intergenic
KQ009501.1	257579	265755	Ref. Intergenic
KQ009501.1	2594825	2614824	Ref. Intergenic
KQ009501.1	26508027	26528026	Ref. Intergenic
KQ009501.1	27676471	27696470	Ref. Intergenic
KQ009501.1	29319713	29339712	Ref. Intergenic
KQ009501.1	3000247	3008233	Ref. Intergenic
KQ009501.1	3008475	3020246	Ref. Intergenic
KQ009501.1	30341262	30352556	Ref. Intergenic
KQ009501.1	30354137	30361261	Ref. Intergenic
