chr	start	end	markName
Sc0000000	10003309	10023308	Ref. Intergenic
Sc0000000	10042896	10047213	Ref. Intergenic
Sc0000000	10072945	10083784	Ref. Intergenic
Sc0000000	10085892	10092944	Ref. Intergenic
Sc0000000	10120934	10135227	Ref. Intergenic
Sc0000000	10219669	10221524	Ref. Intergenic
Sc0000000	10222375	10231808	Ref. Intergenic
Sc0000000	10286113	10306112	Ref. Intergenic
Sc0000000	10334052	10346805	Ref. Intergenic
Sc0000000	10426956	10446955	Ref. Intergenic
Sc0000000	1046572	1058425	Ref. Intergenic
Sc0000000	10467307	10483495	Ref. Intergenic
Sc0000000	10484867	10489090	Ref. Intergenic
Sc0000000	10492754	10501258	Ref. Intergenic
Sc0000000	10524804	10544803	Ref. Intergenic
Sc0000000	1123502	1128323	Ref. Intergenic
Sc0000000	115391	128259	Ref. Intergenic
Sc0000000	1161119	1173370	Ref. Intergenic
Sc0000000	1193951	1203569	Ref. Intergenic
Sc0000000	1209080	1214528	Ref. Intergenic
Sc0000000	1265828	1270869	Ref. Intergenic
Sc0000000	12748	23394	Ref. Intergenic
Sc0000000	128676	132422	Ref. Intergenic
Sc0000000	133719	135390	Ref. Intergenic
Sc0000000	1338724	1341204	Ref. Intergenic
Sc0000000	1381273	1388973	Ref. Intergenic
Sc0000000	1392477	1397365	Ref. Intergenic
Sc0000000	1415692	1422590	Ref. Intergenic
Sc0000000	1425610	1435691	Ref. Intergenic
Sc0000000	1441217	1447884	Ref. Intergenic
Sc0000000	1463314	1466322	Ref. Intergenic
Sc0000000	1494993	1501948	Ref. Intergenic
Sc0000000	1590141	1610140	Ref. Intergenic
Sc0000000	1659250	1677631	Ref. Intergenic
Sc0000000	1950833	1970832	Ref. Intergenic
Sc0000000	1982543	1998775	Ref. Intergenic
Sc0000000	2088690	2095531	Ref. Intergenic
Sc0000000	2116573	2136572	Ref. Intergenic
Sc0000000	2148354	2159023	Ref. Intergenic
Sc0000000	2163458	2168911	Ref. Intergenic
Sc0000000	2186319	2206318	Ref. Intergenic
Sc0000000	2252543	2272542	Ref. Intergenic
Sc0000000	2315259	2335258	Ref. Intergenic
Sc0000000	233343	237865	Ref. Intergenic
Sc0000000	2379697	2388748	Ref. Intergenic
Sc0000000	2388916	2399696	Ref. Intergenic
Sc0000000	241474	243278	Ref. Intergenic
Sc0000000	2430970	2432866	Ref. Intergenic
Sc0000000	2432905	2449177	Ref. Intergenic
Sc0000000	244212	253342	Ref. Intergenic
Sc0000000	2466159	2476670	Ref. Intergenic
Sc0000000	2526872	2533781	Ref. Intergenic
Sc0000000	2554141	2574140	Ref. Intergenic
Sc0000000	2593402	2599488	Ref. Intergenic
Sc0000000	2729486	2749485	Ref. Intergenic
Sc0000000	2968490	2977099	Ref. Intergenic
Sc0000000	2983127	2991190	Ref. Intergenic
Sc0000000	2997853	3000326	Ref. Intergenic
Sc0000000	3152183	3153363	Ref. Intergenic
Sc0000000	3158045	3163013	Ref. Intergenic
Sc0000000	3165702	3167286	Ref. Intergenic
Sc0000000	3173211	3180186	Ref. Intergenic
Sc0000000	3183799	3187326	Ref. Intergenic
Sc0000000	3196631	3203165	Ref. Intergenic
Sc0000000	3218410	3221551	Ref. Intergenic
Sc0000000	3227490	3234370	Ref. Intergenic
Sc0000000	3237563	3240822	Ref. Intergenic
Sc0000000	3244308	3249829	Ref. Intergenic
Sc0000000	3395	7554	Ref. Intergenic
Sc0000000	3399728	3402224	Ref. Intergenic
Sc0000000	3405854	3408960	Ref. Intergenic
Sc0000000	343267	345403	Ref. Intergenic
Sc0000000	345796	363266	Ref. Intergenic
Sc0000000	3468792	3472475	Ref. Intergenic
Sc0000000	3544393	3564392	Ref. Intergenic
Sc0000000	3762975	3782974	Ref. Intergenic
