chr	start	end	markName
1	100087693	100107692	Ref. Intergenic
1	100386494	100406493	Ref. Intergenic
1	100415248	100421032	Ref. Intergenic
1	100440765	100460764	Ref. Intergenic
1	100937951	100957950	Ref. Intergenic
1	100969238	100980896	Ref. Intergenic
1	101259545	101279544	Ref. Intergenic
1	101436822	101456821	Ref. Intergenic
1	101623890	101630775	Ref. Intergenic
1	101819201	101839200	Ref. Intergenic
1	102126554	102146553	Ref. Intergenic
1	102416263	102436262	Ref. Intergenic
1	10263930	10283929	Ref. Intergenic
1	103134355	103154354	Ref. Intergenic
1	103942333	103962332	Ref. Intergenic
1	104198988	104208153	Ref. Intergenic
1	104240289	104260288	Ref. Intergenic
1	104353291	104373290	Ref. Intergenic
1	10439864	10459863	Ref. Intergenic
1	104582124	104602123	Ref. Intergenic
1	10498319	10503685	Ref. Intergenic
1	10511873	10517540	Ref. Intergenic
1	105531872	105551871	Ref. Intergenic
1	106358275	106378274	Ref. Intergenic
1	106482005	106502004	Ref. Intergenic
1	106529130	106533676	Ref. Intergenic
1	107107359	107127358	Ref. Intergenic
1	10724958	10734659	Ref. Intergenic
1	1073740	1075724	Ref. Intergenic
1	107729844	107749843	Ref. Intergenic
1	108124481	108144480	Ref. Intergenic
1	108169728	108189727	Ref. Intergenic
1	108697795	108717794	Ref. Intergenic
1	108862827	108882826	Ref. Intergenic
1	108976794	108996793	Ref. Intergenic
1	109147256	109149805	Ref. Intergenic
1	109167659	109187658	Ref. Intergenic
1	109201908	109212669	Ref. Intergenic
1	109242511	109246326	Ref. Intergenic
1	109312939	109318335	Ref. Intergenic
1	109467797	109473508	Ref. Intergenic
1	109579866	109592582	Ref. Intergenic
1	109600330	109602608	Ref. Intergenic
1	109648	116695	Ref. Intergenic
1	109786691	109794633	Ref. Intergenic
1	109938891	109958890	Ref. Intergenic
1	110018745	110038744	Ref. Intergenic
1	110136786	110156785	Ref. Intergenic
1	110254705	110274704	Ref. Intergenic
1	110328453	110348452	Ref. Intergenic
1	110370666	110374020	Ref. Intergenic
1	110378119	110398118	Ref. Intergenic
1	11056761	11076760	Ref. Intergenic
1	110638662	110658661	Ref. Intergenic
1	110714689	110734688	Ref. Intergenic
1	110791471	110811470	Ref. Intergenic
1	110836614	110854336	Ref. Intergenic
1	111013882	111033881	Ref. Intergenic
1	111168001	111188000	Ref. Intergenic
1	111238999	111258998	Ref. Intergenic
1	111460474	111474475	Ref. Intergenic
1	111486231	111490692	Ref. Intergenic
1	111494727	111496492	Ref. Intergenic
1	111500527	111506230	Ref. Intergenic
1	111515699	111523102	Ref. Intergenic
1	11156951	11166063	Ref. Intergenic
1	111823659	111831957	Ref. Intergenic
1	111852111	111856559	Ref. Intergenic
1	111965159	111966422	Ref. Intergenic
1	112011999	112021157	Ref. Intergenic
1	112038807	112047679	Ref. Intergenic
1	112047780	112048980	Ref. Intergenic
1	112049081	112058806	Ref. Intergenic
1	112083511	112102612	Ref. Intergenic
1	112161521	112163117	Ref. Intergenic
1	112163218	112164475	Ref. Intergenic
1	112164576	112177003	Ref. Intergenic
1	112448210	112451564	Ref. Intergenic
1	112455663	112475662	Ref. Intergenic
1	112479765	112487499	Ref. Intergenic
1	11323326	11331852	Ref. Intergenic
1	11341480	11361479	Ref. Intergenic
1	11412166	11419314	Ref. Intergenic
1	11499785	11504595	Ref. Intergenic
1	11518404	11522061	Ref. Intergenic
1	11526075	11546074	Ref. Intergenic
1	115625841	115645840	Ref. Intergenic
1	115812572	115827309	Ref. Intergenic
1	115838431	115858430	Ref. Intergenic
1	115913237	115933236	Ref. Intergenic
1	115962671	115982670	Ref. Intergenic
1	116006810	116009643	Ref. Intergenic
1	116065761	116085760	Ref. Intergenic
1	116212121	116232120	Ref. Intergenic
1	116264968	116284967	Ref. Intergenic
1	11631557	11644532	Ref. Intergenic
1	116415819	116435818	Ref. Intergenic
1	11645831	11651556	Ref. Intergenic
1	116525920	116545919	Ref. Intergenic
1	116796	125900	Ref. Intergenic
1	11696437	11707368	Ref. Intergenic
1	11708493	11716244	Ref. Intergenic
1	117174308	117193963	Ref. Intergenic
1	117498203	117518202	Ref. Intergenic
1	117556300	117576299	Ref. Intergenic
1	118005231	118025230	Ref. Intergenic
1	118127439	118147438	Ref. Intergenic
1	118223821	118243820	Ref. Intergenic
1	118476156	118496155	Ref. Intergenic
1	118557927	118577926	Ref. Intergenic
1	118655996	118675816	Ref. Intergenic
1	118743105	118745479	Ref. Intergenic
1	118746011	118747389	Ref. Intergenic
1	118747921	118763104	Ref. Intergenic
1	118800224	118810698	Ref. Intergenic
1	1189114	1193181	Ref. Intergenic
1	118917078	118937077	Ref. Intergenic
1	118986527	119006526	Ref. Intergenic
1	119042201	119062200	Ref. Intergenic
1	119118227	119138226	Ref. Intergenic
1	119169049	119171971	Ref. Intergenic
