chr	start	end	markName
1	100185257	100205256	Ref. Intergenic
1	100510920	100530919	Ref. Intergenic
1	100852583	100872582	Ref. Intergenic
1	101132638	101148333	Ref. Intergenic
1	101150441	101151487	Ref. Intergenic
1	101151588	101152637	Ref. Intergenic
1	101171578	101177218	Ref. Intergenic
1	101184792	101198683	Ref. Intergenic
1	101198784	101204791	Ref. Intergenic
1	101215799	101235732	Ref. Intergenic
1	101327658	101331400	Ref. Intergenic
1	10136793	10139946	Ref. Intergenic
1	10141056	10147049	Ref. Intergenic
1	1015802	1016937	Ref. Intergenic
1	101639319	101647218	Ref. Intergenic
1	101692870	101712869	Ref. Intergenic
1	101723737	101735113	Ref. Intergenic
1	1017624	1022994	Ref. Intergenic
1	10190703	10192094	Ref. Intergenic
1	102011327	102026665	Ref. Intergenic
1	102027118	102031326	Ref. Intergenic
1	102185567	102205566	Ref. Intergenic
1	102375191	102382038	Ref. Intergenic
1	102571033	102577756	Ref. Intergenic
1	102577832	102591032	Ref. Intergenic
1	102869033	102889032	Ref. Intergenic
1	103149479	103169478	Ref. Intergenic
1	103735195	103755194	Ref. Intergenic
1	104194629	104214628	Ref. Intergenic
1	104617910	104637909	Ref. Intergenic
1	104807867	104817559	Ref. Intergenic
1	104820315	104826730	Ref. Intergenic
1	104900323	104913613	Ref. Intergenic
1	104915802	104920322	Ref. Intergenic
1	105020723	105027354	Ref. Intergenic
1	105037985	105040722	Ref. Intergenic
1	10534747	10553254	Ref. Intergenic
1	106156346	106169851	Ref. Intergenic
1	106170421	106176345	Ref. Intergenic
1	1066721	1068373	Ref. Intergenic
1	10722557	10740022	Ref. Intergenic
1	107265931	107285930	Ref. Intergenic
1	10772139	10774480	Ref. Intergenic
1	107872597	107892596	Ref. Intergenic
1	108512003	108532002	Ref. Intergenic
1	108905923	108925922	Ref. Intergenic
1	108951352	108971351	Ref. Intergenic
1	109461717	109481716	Ref. Intergenic
1	109632593	109646396	Ref. Intergenic
1	109721197	109741196	Ref. Intergenic
1	109843725	109861487	Ref. Intergenic
1	109861588	109863724	Ref. Intergenic
1	10986498	10996275	Ref. Intergenic
1	110006343	110015159	Ref. Intergenic
1	110016396	110026342	Ref. Intergenic
1	110042207	110052154	Ref. Intergenic
1	110082991	110085885	Ref. Intergenic
1	110158098	110163467	Ref. Intergenic
1	110215033	110222184	Ref. Intergenic
1	110313517	110319239	Ref. Intergenic
1	110383489	110392409	Ref. Intergenic
1	110392894	110394043	Ref. Intergenic
1	110394144	110401787	Ref. Intergenic
1	110425732	110435844	Ref. Intergenic
1	110448569	110450849	Ref. Intergenic
1	110631034	110636663	Ref. Intergenic
1	110796149	110816148	Ref. Intergenic
1	110888314	110908313	Ref. Intergenic
1	11104719	11109778	Ref. Intergenic
1	11110345	11122827	Ref. Intergenic
1	11123009	11124718	Ref. Intergenic
1	111237759	111257758	Ref. Intergenic
1	111371706	111378318	Ref. Intergenic
1	111378362	111384582	Ref. Intergenic
1	111450448	111453182	Ref. Intergenic
1	111456359	111461413	Ref. Intergenic
1	111498579	111510289	Ref. Intergenic
1	111516223	111536222	Ref. Intergenic
1	111549312	111569311	Ref. Intergenic
1	111778094	111781353	Ref. Intergenic
1	111823663	111833751	Ref. Intergenic
1	111855238	111875237	Ref. Intergenic
1	111897358	111917357	Ref. Intergenic
1	111933095	111951608	Ref. Intergenic
1	111951709	111953094	Ref. Intergenic
1	111958890	111960979	Ref. Intergenic
1	111989125	112009124	Ref. Intergenic
1	112068800	112088799	Ref. Intergenic
1	112149987	112169986	Ref. Intergenic
1	112250331	112261237	Ref. Intergenic
1	112261511	112270330	Ref. Intergenic
1	112355369	112375368	Ref. Intergenic
1	112436055	112456054	Ref. Intergenic
1	112512695	112519703	Ref. Intergenic
1	112521338	112532694	Ref. Intergenic
1	112647064	112665914	Ref. Intergenic
1	112712029	112732028	Ref. Intergenic
1	112748623	112768622	Ref. Intergenic
1	112781478	112784554	Ref. Intergenic
