chr	start	end	markName
1	100001591	100021590	Ref. Intergenic
1	100079465	100099464	Ref. Intergenic
1	10023746	10042620	Ref. Intergenic
1	100336311	100339418	Ref. Intergenic
1	100339519	100356310	Ref. Intergenic
1	100415761	100435760	Ref. Intergenic
1	100554570	100574569	Ref. Intergenic
1	100720091	100740090	Ref. Intergenic
1	100866291	100886290	Ref. Intergenic
1	10101182	10102599	Ref. Intergenic
1	101031891	101051890	Ref. Intergenic
1	101153374	101161287	Ref. Intergenic
1	101177470	101194278	Ref. Intergenic
1	101194379	101196190	Ref. Intergenic
1	101347865	101367864	Ref. Intergenic
1	10157547	10177546	Ref. Intergenic
1	101899513	101919512	Ref. Intergenic
1	101958215	101978214	Ref. Intergenic
1	101993208	102013207	Ref. Intergenic
1	102040487	102052158	Ref. Intergenic
1	102053285	102060652	Ref. Intergenic
1	102317566	102327467	Ref. Intergenic
1	102349109	102369108	Ref. Intergenic
1	10254747	10274444	Ref. Intergenic
1	102688105	102708104	Ref. Intergenic
1	102790959	102810958	Ref. Intergenic
1	10289145	10294912	Ref. Intergenic
1	103033391	103053390	Ref. Intergenic
1	10313725	10325117	Ref. Intergenic
1	103228585	103248584	Ref. Intergenic
1	10347621	10361287	Ref. Intergenic
1	10461271	10481270	Ref. Intergenic
1	10533280	10550717	Ref. Intergenic
1	106599079	106619078	Ref. Intergenic
1	106659683	106665504	Ref. Intergenic
1	106665605	106679682	Ref. Intergenic
1	106780559	106800558	Ref. Intergenic
1	106923135	106943134	Ref. Intergenic
1	107114415	107134414	Ref. Intergenic
1	107253492	107273491	Ref. Intergenic
1	107419201	107436154	Ref. Intergenic
1	107540476	107548363	Ref. Intergenic
1	107549540	107560475	Ref. Intergenic
1	107587455	107607454	Ref. Intergenic
1	107811815	107831814	Ref. Intergenic
1	108029962	108047230	Ref. Intergenic
1	108075294	108078923	Ref. Intergenic
1	108112306	108113990	Ref. Intergenic
1	108127889	108134157	Ref. Intergenic
1	108252142	108272141	Ref. Intergenic
1	108406050	108426049	Ref. Intergenic
1	108870240	108890239	Ref. Intergenic
1	10929202	10936048	Ref. Intergenic
1	109406855	109413558	Ref. Intergenic
1	109413692	109426854	Ref. Intergenic
1	10946822	10956519	Ref. Intergenic
1	109574617	109587029	Ref. Intergenic
1	109587355	109594616	Ref. Intergenic
1	109698547	109701400	Ref. Intergenic
1	109711739	109718546	Ref. Intergenic
1	109863027	109883026	Ref. Intergenic
1	110010086	110018997	Ref. Intergenic
1	110021542	110030085	Ref. Intergenic
1	110358293	110378292	Ref. Intergenic
1	110926961	110946960	Ref. Intergenic
1	111440363	111460362	Ref. Intergenic
1	11176863	11196862	Ref. Intergenic
1	112386049	112389278	Ref. Intergenic
1	112389599	112406048	Ref. Intergenic
1	11245909	11249206	Ref. Intergenic
1	11250945	11263648	Ref. Intergenic
1	112536290	112547799	Ref. Intergenic
1	112547900	112550268	Ref. Intergenic
1	112633795	112650737	Ref. Intergenic
1	112651545	112653794	Ref. Intergenic
1	112689106	112709105	Ref. Intergenic
1	112994336	112998812	Ref. Intergenic
1	113122732	113137335	Ref. Intergenic
1	113137674	113141062	Ref. Intergenic
1	113344222	113345607	Ref. Intergenic
1	113433841	113435593	Ref. Intergenic
1	113503209	113523208	Ref. Intergenic
1	113593390	113613389	Ref. Intergenic
1	11365707	11385706	Ref. Intergenic
1	113860637	113880636	Ref. Intergenic
1	114028837	114037986	Ref. Intergenic
