chr	start	end	markName
1	100001248	100021247	Ref. Intergenic
1	100041364	100046734	Ref. Intergenic
1	10011447	10025985	Ref. Intergenic
1	100251669	100271668	Ref. Intergenic
1	100560443	100576555	Ref. Intergenic
1	100671575	100675337	Ref. Intergenic
1	100682560	100702559	Ref. Intergenic
1	100721752	100735742	Ref. Intergenic
1	100746523	100755182	Ref. Intergenic
1	100799922	100805622	Ref. Intergenic
1	100888355	100891366	Ref. Intergenic
1	100926837	100928722	Ref. Intergenic
1	100928773	100939240	Ref. Intergenic
1	101176071	101177603	Ref. Intergenic
1	101199303	101204926	Ref. Intergenic
1	101211177	101213288	Ref. Intergenic
1	101236567	101249022	Ref. Intergenic
1	101261734	101264771	Ref. Intergenic
1	101361472	101366970	Ref. Intergenic
1	101515475	101517213	Ref. Intergenic
1	101573831	101593830	Ref. Intergenic
1	101936270	101956269	Ref. Intergenic
1	10195813	10206093	Ref. Intergenic
1	102013744	102016762	Ref. Intergenic
1	102091996	102102593	Ref. Intergenic
1	102191789	102206596	Ref. Intergenic
1	102255961	102257624	Ref. Intergenic
1	102351871	102371870	Ref. Intergenic
1	102399749	102414124	Ref. Intergenic
1	102456912	102460828	Ref. Intergenic
1	102665453	102669368	Ref. Intergenic
1	102699944	102716149	Ref. Intergenic
1	102879116	102895897	Ref. Intergenic
1	103023713	103043712	Ref. Intergenic
1	103080201	103082401	Ref. Intergenic
1	103082452	103086198	Ref. Intergenic
1	103087666	103100200	Ref. Intergenic
1	103129244	103145438	Ref. Intergenic
1	103149681	103169680	Ref. Intergenic
1	103177918	103197414	Ref. Intergenic
1	103267499	103287498	Ref. Intergenic
1	103352339	103361400	Ref. Intergenic
1	103392918	103412917	Ref. Intergenic
1	103475626	103495625	Ref. Intergenic
1	103583015	103587924	Ref. Intergenic
1	103660104	103662829	Ref. Intergenic
1	103689939	103706885	Ref. Intergenic
1	103707165	103709938	Ref. Intergenic
1	103719521	103739520	Ref. Intergenic
1	103775559	103795558	Ref. Intergenic
1	103844095	103850405	Ref. Intergenic
1	103854665	103861302	Ref. Intergenic
1	103861353	103864094	Ref. Intergenic
1	103944911	103952655	Ref. Intergenic
1	103957890	103964910	Ref. Intergenic
1	104010455	104017616	Ref. Intergenic
1	104019803	104023237	Ref. Intergenic
1	104030821	104048318	Ref. Intergenic
1	104069189	104089188	Ref. Intergenic
1	104145545	104146705	Ref. Intergenic
1	104166869	104186600	Ref. Intergenic
1	104232311	104252310	Ref. Intergenic
1	104378405	104398404	Ref. Intergenic
1	104431123	104451122	Ref. Intergenic
1	104509819	104512646	Ref. Intergenic
1	104515525	104526838	Ref. Intergenic
1	10481167	10489201	Ref. Intergenic
1	10489643	10501166	Ref. Intergenic
1	104945386	104965385	Ref. Intergenic
1	104994649	105014648	Ref. Intergenic
1	105041821	105044745	Ref. Intergenic
1	105060403	105080402	Ref. Intergenic
