chr	start	end	markName
LG01	10046634	10056322	Ref. Intergenic
LG01	10117308	10137307	Ref. Intergenic
LG01	10174376	10194375	Ref. Intergenic
LG01	10250617	10270616	Ref. Intergenic
LG01	10345271	10365270	Ref. Intergenic
LG01	10441654	10451318	Ref. Intergenic
LG01	10470712	10489996	Ref. Intergenic
LG01	10499035	10511034	Ref. Intergenic
LG01	10664107	10684106	Ref. Intergenic
LG01	10723310	10729430	Ref. Intergenic
LG01	10930827	10950826	Ref. Intergenic
LG01	11314883	11334882	Ref. Intergenic
LG01	11502739	11522738	Ref. Intergenic
LG01	1165054	1176668	Ref. Intergenic
LG01	11720626	11740625	Ref. Intergenic
LG01	1178299	1180394	Ref. Intergenic
LG01	1202918	1214412	Ref. Intergenic
LG01	12037557	12057556	Ref. Intergenic
LG01	12086356	12087829	Ref. Intergenic
LG01	12308666	12311238	Ref. Intergenic
LG01	12354968	12370405	Ref. Intergenic
LG01	12386177	12406176	Ref. Intergenic
LG01	1253603	1273602	Ref. Intergenic
LG01	12537143	12557142	Ref. Intergenic
LG01	12604019	12624018	Ref. Intergenic
LG01	12733771	12737951	Ref. Intergenic
LG01	12823775	12825446	Ref. Intergenic
LG01	12831680	12836692	Ref. Intergenic
LG01	12877658	12884067	Ref. Intergenic
LG01	12907529	12927528	Ref. Intergenic
LG01	13017181	13037180	Ref. Intergenic
LG01	13073995	13075365	Ref. Intergenic
LG01	1312339	1332338	Ref. Intergenic
LG01	13138611	13152869	Ref. Intergenic
LG01	13170883	13177546	Ref. Intergenic
LG01	13325621	13326843	Ref. Intergenic
LG01	13384733	13386284	Ref. Intergenic
LG01	13454960	13457162	Ref. Intergenic
LG01	13532238	13541047	Ref. Intergenic
LG01	13633536	13638798	Ref. Intergenic
LG01	13662565	13665049	Ref. Intergenic
LG01	13691149	13705424	Ref. Intergenic
LG01	14134252	14154251	Ref. Intergenic
LG01	14477041	14486124	Ref. Intergenic
LG01	14532622	14534319	Ref. Intergenic
LG01	14539313	14548779	Ref. Intergenic
LG01	14554390	14560063	Ref. Intergenic
LG01	14562818	14579690	Ref. Intergenic
LG01	14637795	14640703	Ref. Intergenic
LG01	14743361	14746208	Ref. Intergenic
LG01	14750188	14751721	Ref. Intergenic
LG01	14754407	14756490	Ref. Intergenic
LG01	14772579	14773934	Ref. Intergenic
LG01	14824267	14834386	Ref. Intergenic
LG01	14912291	14917017	Ref. Intergenic
LG01	14919217	14932852	Ref. Intergenic
LG01	15016703	15035603	Ref. Intergenic
LG01	15105948	15107840	Ref. Intergenic
LG01	15129777	15133001	Ref. Intergenic
LG01	15155830	15164723	Ref. Intergenic
LG01	15190338	15194579	Ref. Intergenic
LG01	15268653	15288652	Ref. Intergenic
LG01	15458139	15478138	Ref. Intergenic
LG01	155731	175730	Ref. Intergenic
LG01	15761555	15781554	Ref. Intergenic
LG01	15818849	15838848	Ref. Intergenic
LG01	15946673	15949241	Ref. Intergenic
LG01	16003491	16023490	Ref. Intergenic
LG01	16077064	16078301	Ref. Intergenic
LG01	16416396	16436395	Ref. Intergenic
LG01	16476071	16480086	Ref. Intergenic
LG01	16566049	16586048	Ref. Intergenic
LG01	16614357	16632040	Ref. Intergenic
LG01	16770471	16790470	Ref. Intergenic
LG01	1678838	1692987	Ref. Intergenic
LG01	16988002	16992342	Ref. Intergenic
LG01	17038971	17058970	Ref. Intergenic
LG01	1706235	1726234	Ref. Intergenic
