chr	start	end	markName
AHAT01042454.1	501	3357	Ref. Intergenic
AHAT01042454.1	5586	25403	Ref. Intergenic
AHAT01042582.1	27300	30533	Ref. Intergenic
AHAT01042727.1	3287	7475	Ref. Intergenic
AHAT01043016.1	6855	8649	Ref. Intergenic
AHAT01043126.1	502	4235	Ref. Intergenic
AHAT01043264.1	5210	11018	Ref. Intergenic
AHAT01043326.1	501	2327	Ref. Intergenic
AHAT01043377.1	5770	7583	Ref. Intergenic
AHAT01043431.1	501	4029	Ref. Intergenic
AHAT01043615.1	1646	5011	Ref. Intergenic
AHAT01043676.1	501	2261	Ref. Intergenic
JH591410.1	1250029	1258939	Ref. Intergenic
JH591410.1	1350202	1352700	Ref. Intergenic
JH591410.1	1426532	1430945	Ref. Intergenic
JH591410.1	1914406	1917274	Ref. Intergenic
JH591410.1	1917375	1933590	Ref. Intergenic
JH591410.1	2022115	2042114	Ref. Intergenic
JH591410.1	210350	213258	Ref. Intergenic
JH591410.1	2142720	2160566	Ref. Intergenic
JH591410.1	214668	218210	Ref. Intergenic
JH591410.1	218670	220819	Ref. Intergenic
JH591410.1	2207033	2214067	Ref. Intergenic
JH591410.1	2231739	2241135	Ref. Intergenic
JH591410.1	2241846	2251738	Ref. Intergenic
JH591410.1	401881	418310	Ref. Intergenic
JH591410.1	54470	73526	Ref. Intergenic
JH591410.1	624213	644212	Ref. Intergenic
JH591410.1	951283	959318	Ref. Intergenic
JH591410.1	960531	971282	Ref. Intergenic
JH591411.1	1046035	1051738	Ref. Intergenic
JH591411.1	1052923	1060299	Ref. Intergenic
JH591411.1	1125474	1129934	Ref. Intergenic
JH591411.1	1171279	1181102	Ref. Intergenic
JH591411.1	1219542	1222059	Ref. Intergenic
JH591411.1	1377287	1385199	Ref. Intergenic
JH591411.1	1450963	1470962	Ref. Intergenic
JH591411.1	1535505	1551004	Ref. Intergenic
JH591411.1	1562077	1568284	Ref. Intergenic
JH591411.1	156377	158448	Ref. Intergenic
JH591411.1	1568385	1582076	Ref. Intergenic
JH591411.1	165567	174735	Ref. Intergenic
JH591411.1	1778783	1789177	Ref. Intergenic
JH591411.1	1790927	1798782	Ref. Intergenic
JH591411.1	242112	262111	Ref. Intergenic
JH591411.1	402827	404197	Ref. Intergenic
JH591411.1	416052	424725	Ref. Intergenic
JH591411.1	436593	446086	Ref. Intergenic
JH591411.1	446530	456592	Ref. Intergenic
JH591411.1	477548	488322	Ref. Intergenic
JH591411.1	529985	532561	Ref. Intergenic
JH591411.1	533478	541443	Ref. Intergenic
JH591411.1	60119	63297	Ref. Intergenic
JH591411.1	64781	65948	Ref. Intergenic
JH591411.1	667999	681463	Ref. Intergenic
JH591411.1	69294	80118	Ref. Intergenic
JH591411.1	833040	847415	Ref. Intergenic
JH591411.1	848255	853039	Ref. Intergenic
JH591411.1	893961	913960	Ref. Intergenic
JH591412.1	1012231	1013772	Ref. Intergenic
JH591412.1	1099431	1100734	Ref. Intergenic
JH591412.1	1124644	1133100	Ref. Intergenic
JH591412.1	1151049	1154672	Ref. Intergenic
JH591412.1	1229759	1249758	Ref. Intergenic
JH591412.1	1304201	1324200	Ref. Intergenic
JH591412.1	1370846	1375672	Ref. Intergenic
JH591412.1	1376402	1388816	Ref. Intergenic
JH591412.1	166953	170604	Ref. Intergenic
JH591412.1	172741	174127	Ref. Intergenic
JH591412.1	331279	335989	Ref. Intergenic
JH591412.1	336262	344850	Ref. Intergenic
JH591412.1	346243	350464	Ref. Intergenic
JH591412.1	559568	560760	Ref. Intergenic
JH591412.1	561496	566970	Ref. Intergenic
JH591412.1	568002	571617	Ref. Intergenic
JH591412.1	572136	579212	Ref. Intergenic
JH591412.1	58335	70747	Ref. Intergenic
JH591412.1	733272	734480	Ref. Intergenic
JH591412.1	73844	75846	Ref. Intergenic
JH591412.1	742328	753271	Ref. Intergenic
JH591412.1	75947	78334	Ref. Intergenic
JH591412.1	844337	849664	Ref. Intergenic
JH591412.1	851890	855939	Ref. Intergenic
JH591412.1	862773	864336	Ref. Intergenic
JH591412.1	920246	926964	Ref. Intergenic
JH591412.1	928669	932500	Ref. Intergenic
JH591412.1	977201	985536	Ref. Intergenic
JH591412.1	987724	990156	Ref. Intergenic
JH591413.1	1052921	1072920	Ref. Intergenic
JH591413.1	123795	138670	Ref. Intergenic
JH591413.1	1247869	1265605	Ref. Intergenic
JH591413.1	1305139	1309935	Ref. Intergenic
JH591413.1	1310290	1325138	Ref. Intergenic
JH591413.1	150657	168146	Ref. Intergenic
JH591413.1	168247	169695	Ref. Intergenic
JH591413.1	237925	240523	Ref. Intergenic
JH591413.1	266182	268104	Ref. Intergenic
JH591413.1	284068	286079	Ref. Intergenic
JH591413.1	287887	289672	Ref. Intergenic
JH591413.1	319299	333581	Ref. Intergenic
JH591413.1	333718	336609	Ref. Intergenic
JH591413.1	356901	359413	Ref. Intergenic
JH591413.1	360073	362161	Ref. Intergenic
JH591413.1	362262	364383	Ref. Intergenic
JH591413.1	399651	401134	Ref. Intergenic
JH591413.1	411456	415506	Ref. Intergenic
JH591413.1	479287	491459	Ref. Intergenic
JH591413.1	48487	68486	Ref. Intergenic
JH591413.1	491886	499286	Ref. Intergenic
JH591413.1	533979	553978	Ref. Intergenic
JH591413.1	652791	656928	Ref. Intergenic
JH591413.1	661422	662511	Ref. Intergenic
JH591413.1	668139	682602	Ref. Intergenic
JH591413.1	686865	697786	Ref. Intergenic
JH591413.1	701797	704107	Ref. Intergenic
JH591413.1	704597	705619	Ref. Intergenic
JH591413.1	705720	721796	Ref. Intergenic
JH591413.1	744065	748160	Ref. Intergenic
JH591413.1	748304	750176	Ref. Intergenic
JH591413.1	800369	808464	Ref. Intergenic
JH591413.1	879278	899277	Ref. Intergenic
JH591413.1	9729	29728	Ref. Intergenic
JH591414.1	100585	112451	Ref. Intergenic
JH591414.1	15663	20796	Ref. Intergenic
