chr	start	end	markName
A1	100024905	100044904	Ref. Intergenic
A1	100153774	100173773	Ref. Intergenic
A1	100218679	100238678	Ref. Intergenic
A1	100282912	100284849	Ref. Intergenic
A1	10064950	10084949	Ref. Intergenic
A1	100905456	100925455	Ref. Intergenic
A1	101249491	101269490	Ref. Intergenic
A1	10136701	10146200	Ref. Intergenic
A1	1013703	1033702	Ref. Intergenic
A1	101413645	101433644	Ref. Intergenic
A1	101678947	101698946	Ref. Intergenic
A1	101907305	101920021	Ref. Intergenic
A1	101991889	102011888	Ref. Intergenic
A1	102071001	102079491	Ref. Intergenic
A1	10208707	10228706	Ref. Intergenic
A1	102299617	102319616	Ref. Intergenic
A1	102595524	102615523	Ref. Intergenic
A1	102844515	102864514	Ref. Intergenic
A1	102955625	102975624	Ref. Intergenic
A1	103032633	103052632	Ref. Intergenic
A1	103359936	103379935	Ref. Intergenic
A1	10358088	10378087	Ref. Intergenic
A1	103743513	103763512	Ref. Intergenic
A1	103933577	103953576	Ref. Intergenic
A1	104116233	104136232	Ref. Intergenic
A1	104287893	104307892	Ref. Intergenic
A1	104443925	104463924	Ref. Intergenic
A1	104653783	104673782	Ref. Intergenic
A1	104971072	104991071	Ref. Intergenic
A1	105269393	105289392	Ref. Intergenic
A1	106051795	106071794	Ref. Intergenic
A1	106234495	106239310	Ref. Intergenic
A1	106459572	106463957	Ref. Intergenic
A1	106860485	106868161	Ref. Intergenic
A1	107204751	107224750	Ref. Intergenic
A1	10729560	10749559	Ref. Intergenic
A1	107302787	107322786	Ref. Intergenic
A1	107371497	107386197	Ref. Intergenic
A1	107389236	107395990	Ref. Intergenic
A1	107411277	107431276	Ref. Intergenic
A1	107717613	107737612	Ref. Intergenic
A1	107923999	107943998	Ref. Intergenic
A1	108379943	108399942	Ref. Intergenic
A1	108558969	108578968	Ref. Intergenic
A1	108663807	108683806	Ref. Intergenic
A1	108926191	108946190	Ref. Intergenic
A1	109646837	109666836	Ref. Intergenic
A1	109775025	109795024	Ref. Intergenic
A1	109879361	109899360	Ref. Intergenic
A1	110177330	110197329	Ref. Intergenic
A1	110454027	110474026	Ref. Intergenic
A1	11046011	11066010	Ref. Intergenic
A1	110978075	110988502	Ref. Intergenic
A1	111147295	111167294	Ref. Intergenic
A1	111254283	111274282	Ref. Intergenic
A1	111370467	111390466	Ref. Intergenic
A1	111606173	111626172	Ref. Intergenic
A1	111741775	111761774	Ref. Intergenic
A1	111766774	111778211	Ref. Intergenic
A1	111843871	111849014	Ref. Intergenic
A1	111884737	111904736	Ref. Intergenic
A1	111927052	111945652	Ref. Intergenic
A1	112117623	112137622	Ref. Intergenic
A1	112229947	112249946	Ref. Intergenic
A1	112980633	113000632	Ref. Intergenic
A1	113075585	113084648	Ref. Intergenic
A1	113109316	113129315	Ref. Intergenic
A1	113160799	113172039	Ref. Intergenic
A1	113288157	113308156	Ref. Intergenic
A1	113447809	113467808	Ref. Intergenic
A1	113682571	113685650	Ref. Intergenic
A1	114007219	114027218	Ref. Intergenic
A1	114132909	114152908	Ref. Intergenic
A1	114309599	114329598	Ref. Intergenic
A1	114375421	114395420	Ref. Intergenic
A1	114422223	114428878	Ref. Intergenic
A1	114477169	114497168	Ref. Intergenic
A1	114557353	114577352	Ref. Intergenic
A1	114613960	114622213	Ref. Intergenic
A1	114684333	114704332	Ref. Intergenic
A1	114738107	114752775	Ref. Intergenic
A1	114802370	114812278	Ref. Intergenic
A1	114846036	114858509	Ref. Intergenic
A1	114880345	114900344	Ref. Intergenic
A1	114960887	114970713	Ref. Intergenic
A1	114974614	114981126	Ref. Intergenic
A1	115183267	115203266	Ref. Intergenic
A1	115267693	115287692	Ref. Intergenic
A1	115402725	115405124	Ref. Intergenic
A1	115417135	115437134	Ref. Intergenic
A1	115531749	115551748	Ref. Intergenic
A1	116078867	116098866	Ref. Intergenic
A1	1160898	1180897	Ref. Intergenic
A1	116158450	116178449	Ref. Intergenic
A1	116216894	116236893	Ref. Intergenic
A1	116454998	116474997	Ref. Intergenic
A1	116655911	116660074	Ref. Intergenic
A1	116680747	116700746	Ref. Intergenic
A1	116729178	116749177	Ref. Intergenic
A1	116845691	116865690	Ref. Intergenic
A1	117014282	117015315	Ref. Intergenic
A1	11741971	11761970	Ref. Intergenic
A1	117675947	117695946	Ref. Intergenic
A1	117807702	117809739	Ref. Intergenic
A1	117893090	117913089	Ref. Intergenic
A1	118067169	118087168	Ref. Intergenic
A1	118383871	118403870	Ref. Intergenic
A1	118455359	118475358	Ref. Intergenic
A1	118492860	118501700	Ref. Intergenic
A1	118621585	118641584	Ref. Intergenic
A1	118657064	118669157	Ref. Intergenic
A1	118871279	118891278	Ref. Intergenic
A1	118988094	119008093	Ref. Intergenic
A1	119037093	119041276	Ref. Intergenic
A1	119237846	119257845	Ref. Intergenic
A1	119267395	119277022	Ref. Intergenic
A1	119337247	119344318	Ref. Intergenic
A1	119503	139502	Ref. Intergenic
A1	119796783	119816782	Ref. Intergenic
A1	119977185	119997184	Ref. Intergenic
A1	12006080	12026079	Ref. Intergenic
A1	120104172	120124171	Ref. Intergenic
A1	120259489	120279488	Ref. Intergenic
A1	120459808	120479807	Ref. Intergenic
A1	120717999	120737998	Ref. Intergenic
A1	12111435	12131434	Ref. Intergenic
A1	121206849	121226848	Ref. Intergenic
A1	1212147	1232146	Ref. Intergenic
A1	121506600	121526599	Ref. Intergenic
A1	121681107	121701106	Ref. Intergenic
A1	121755277	121775276	Ref. Intergenic
A1	121861217	121881216	Ref. Intergenic
A1	122010339	122030338	Ref. Intergenic
A1	122054703	122074702	Ref. Intergenic
A1	12220125	12240124	Ref. Intergenic
A1	122394519	122414518	Ref. Intergenic
A1	122670845	122690844	Ref. Intergenic
A1	123206706	123226705	Ref. Intergenic
A1	123340989	123360988	Ref. Intergenic
A1	123422329	123442328	Ref. Intergenic
A1	123519239	123539238	Ref. Intergenic
A1	123563747	123583746	Ref. Intergenic
A1	123854807	123868249	Ref. Intergenic
A1	123956741	123976740	Ref. Intergenic
A1	124020146	124040145	Ref. Intergenic
A1	124066285	124086036	Ref. Intergenic
A1	124191340	124211339	Ref. Intergenic
A1	124757475	124777474	Ref. Intergenic
A1	125108389	125128388	Ref. Intergenic
A1	1253109	1273108	Ref. Intergenic
A1	125346081	125366080	Ref. Intergenic
A1	125385911	125405910	Ref. Intergenic
A1	125495985	125515984	Ref. Intergenic
A1	125660764	125668949	Ref. Intergenic
A1	125673862	125693861	Ref. Intergenic
A1	125719393	125739392	Ref. Intergenic
A1	125760093	125769347	Ref. Intergenic
A1	125776634	125796633	Ref. Intergenic
A1	125866747	125886746	Ref. Intergenic
A1	126199829	126219828	Ref. Intergenic
A1	126325831	126345830	Ref. Intergenic
A1	126456380	126476379	Ref. Intergenic
A1	126641441	126661440	Ref. Intergenic
A1	126683887	126692821	Ref. Intergenic
A1	126892490	126912489	Ref. Intergenic
A1	127074587	127094586	Ref. Intergenic
A1	127262789	127282788	Ref. Intergenic
A1	127316019	127317946	Ref. Intergenic
A1	127414076	127420324	Ref. Intergenic
A1	127486253	127506252	Ref. Intergenic
A1	127537517	127557516	Ref. Intergenic
A1	127560713	127570289	Ref. Intergenic
A1	127572141	127584784	Ref. Intergenic
A1	127721022	127741021	Ref. Intergenic
A1	127784650	127804649	Ref. Intergenic
A1	127879364	127899363	Ref. Intergenic
A1	128474586	128494585	Ref. Intergenic
A1	128668847	128688846	Ref. Intergenic
A1	128700977	128708061	Ref. Intergenic
A1	12873371	12893370	Ref. Intergenic
A1	129197265	129217264	Ref. Intergenic
A1	1298208	1318207	Ref. Intergenic
A1	130438097	130458096	Ref. Intergenic
A1	130583610	130603609	Ref. Intergenic
A1	13079375	13099374	Ref. Intergenic
A1	131634298	131654297	Ref. Intergenic
A1	131703171	131723170	Ref. Intergenic
A1	131767753	131787752	Ref. Intergenic
A1	131992383	132012382	Ref. Intergenic
A1	132952673	132972672	Ref. Intergenic
A1	1332270	1352269	Ref. Intergenic
A1	133475914	133478111	Ref. Intergenic
A1	133512151	133532150	Ref. Intergenic
A1	133658276	133678275	Ref. Intergenic
A1	13374231	13394230	Ref. Intergenic
A1	133972695	133992694	Ref. Intergenic
A1	134174148	134194147	Ref. Intergenic
A1	134462231	134482230	Ref. Intergenic
A1	134521523	134541522	Ref. Intergenic
A1	134872135	134892134	Ref. Intergenic
A1	135184519	135204518	Ref. Intergenic
A1	135232955	135252954	Ref. Intergenic
A1	135410219	135430218	Ref. Intergenic
