chr	start	end	markName
1	10016622	10025291	Ref. Intergenic
1	100193853	100213852	Ref. Intergenic
1	100503085	100523084	Ref. Intergenic
1	100843481	100863480	Ref. Intergenic
1	101132777	101152776	Ref. Intergenic
1	101161332	101166997	Ref. Intergenic
1	101186855	101199344	Ref. Intergenic
1	101199719	101206854	Ref. Intergenic
1	101312172	101332171	Ref. Intergenic
1	101683965	101703964	Ref. Intergenic
1	10179260	10180633	Ref. Intergenic
1	10181159	10192069	Ref. Intergenic
1	10192460	10198496	Ref. Intergenic
1	101981979	102001978	Ref. Intergenic
1	102165013	102185012	Ref. Intergenic
1	102311059	102331058	Ref. Intergenic
1	102545779	102552924	Ref. Intergenic
1	102553114	102565778	Ref. Intergenic
1	102628191	102648190	Ref. Intergenic
1	102875756	102895755	Ref. Intergenic
1	103122526	103142525	Ref. Intergenic
1	103797099	103817098	Ref. Intergenic
1	10408579	10415277	Ref. Intergenic
1	10437478	10439276	Ref. Intergenic
1	104556363	104576362	Ref. Intergenic
1	10458049	10459384	Ref. Intergenic
1	104805674	104814815	Ref. Intergenic
1	105300412	105320411	Ref. Intergenic
1	105322262	105323290	Ref. Intergenic
1	105386763	105406762	Ref. Intergenic
1	105429276	105449275	Ref. Intergenic
1	105468893	105488892	Ref. Intergenic
1	105652005	105672004	Ref. Intergenic
1	106564566	106584565	Ref. Intergenic
1	107378013	107383767	Ref. Intergenic
1	107383830	107398012	Ref. Intergenic
1	107520351	107540350	Ref. Intergenic
1	1076295	1082658	Ref. Intergenic
1	10793353	10813352	Ref. Intergenic
1	108129241	108149240	Ref. Intergenic
1	1083268	1089358	Ref. Intergenic
1	108735441	108755440	Ref. Intergenic
1	109129059	109149058	Ref. Intergenic
1	109171079	109191078	Ref. Intergenic
1	109692111	109712110	Ref. Intergenic
1	10971131	10975608	Ref. Intergenic
1	10975915	10977561	Ref. Intergenic
1	10981106	10985095	Ref. Intergenic
1	10985645	10989061	Ref. Intergenic
1	10989696	10991130	Ref. Intergenic
1	109968521	109988520	Ref. Intergenic
1	110188182	110190727	Ref. Intergenic
1	110208651	110210248	Ref. Intergenic
1	110210328	110228650	Ref. Intergenic
1	110243008	110253165	Ref. Intergenic
1	110278723	110286874	Ref. Intergenic
1	11031236	11033641	Ref. Intergenic
1	110352117	110358233	Ref. Intergenic
1	110400758	110419243	Ref. Intergenic
1	11048971	11050227	Ref. Intergenic
1	110506114	110511846	Ref. Intergenic
1	110584656	110586750	Ref. Intergenic
1	110588907	110595495	Ref. Intergenic
1	110597289	110601497	Ref. Intergenic
1	110601692	110603279	Ref. Intergenic
1	110618309	110627943	Ref. Intergenic
1	110638421	110640343	Ref. Intergenic
1	110780205	110790937	Ref. Intergenic
1	110825023	110832937	Ref. Intergenic
1	110848282	110849811	Ref. Intergenic
1	11088573	11093264	Ref. Intergenic
1	111042441	111051500	Ref. Intergenic
1	111052075	111062440	Ref. Intergenic
1	111121845	111139349	Ref. Intergenic
1	111139661	111141844	Ref. Intergenic
1	111239683	111259682	Ref. Intergenic
1	112157509	112173864	Ref. Intergenic
1	112201183	112206052	Ref. Intergenic
1	112206433	112221182	Ref. Intergenic
1	112277109	112297108	Ref. Intergenic
1	112353794	112373793	Ref. Intergenic
1	112398955	112416279	Ref. Intergenic
1	112504116	112524115	Ref. Intergenic
1	11252998	11257532	Ref. Intergenic
1	11257848	11258998	Ref. Intergenic
1	112614677	112634676	Ref. Intergenic
1	112722044	112742043	Ref. Intergenic
1	113032299	113037524	Ref. Intergenic
1	113038854	113045889	Ref. Intergenic
1	11360962	11380961	Ref. Intergenic
1	113615891	113635694	Ref. Intergenic
1	113769216	113775767	Ref. Intergenic
1	113798042	113802518	Ref. Intergenic
1	113878306	113884399	Ref. Intergenic
1	113897537	113899814	Ref. Intergenic
1	113916394	113917536	Ref. Intergenic
1	1155850	1158865	Ref. Intergenic
1	11561563	11581562	Ref. Intergenic
1	1164662	1168434	Ref. Intergenic
1	11662027	11669402	Ref. Intergenic
1	1171838	1173267	Ref. Intergenic
1	117613341	117628072	Ref. Intergenic
