chr	start	end	markName
1	10168982	10174058	Ref. Intergenic
1	10202623	10222622	Ref. Intergenic
1	10342999	10352825	Ref. Intergenic
1	10575167	10579248	Ref. Intergenic
1	10579685	10593195	Ref. Intergenic
1	10593278	10595166	Ref. Intergenic
1	10960845	10980844	Ref. Intergenic
1	11094240	11111968	Ref. Intergenic
1	11161695	11174405	Ref. Intergenic
1	11178917	11182825	Ref. Intergenic
1	11301061	11321060	Ref. Intergenic
1	11468924	11474182	Ref. Intergenic
1	11547294	11554479	Ref. Intergenic
1	11621321	11632747	Ref. Intergenic
1	11689818	11709817	Ref. Intergenic
1	11759646	11763179	Ref. Intergenic
1	11770512	11777828	Ref. Intergenic
1	1193138	1197887	Ref. Intergenic
1	11954761	11963357	Ref. Intergenic
1	11981337	11999553	Ref. Intergenic
1	11999767	12000988	Ref. Intergenic
1	1201601	1203684	Ref. Intergenic
1	12098797	12100289	Ref. Intergenic
1	12110387	12114287	Ref. Intergenic
1	1220428	1221955	Ref. Intergenic
1	1222002	1229781	Ref. Intergenic
1	122494	124623	Ref. Intergenic
1	12253592	12257009	Ref. Intergenic
1	12377296	12378820	Ref. Intergenic
1	12438991	12443546	Ref. Intergenic
1	12443605	12448682	Ref. Intergenic
1	12448725	12458990	Ref. Intergenic
1	1245585	1247976	Ref. Intergenic
1	12590731	12610730	Ref. Intergenic
1	1279204	1282572	Ref. Intergenic
1	1290839	1292794	Ref. Intergenic
1	1306274	1318151	Ref. Intergenic
1	13072313	13092312	Ref. Intergenic
1	1339864	1341794	Ref. Intergenic
1	1341931	1358768	Ref. Intergenic
1	13439555	13445536	Ref. Intergenic
1	13446023	13454621	Ref. Intergenic
1	13478739	13482471	Ref. Intergenic
1	13576844	13592657	Ref. Intergenic
1	13627139	13647138	Ref. Intergenic
1	13898160	13918159	Ref. Intergenic
1	13930366	13942468	Ref. Intergenic
1	13944043	13950365	Ref. Intergenic
1	13961796	13967018	Ref. Intergenic
1	14056979	14058951	Ref. Intergenic
1	1418717	1425505	Ref. Intergenic
1	14197016	14203107	Ref. Intergenic
1	14203486	14217015	Ref. Intergenic
1	14327170	14347169	Ref. Intergenic
1	14356110	14360976	Ref. Intergenic
1	14391985	14402193	Ref. Intergenic
1	14422557	14442556	Ref. Intergenic
1	14492816	14495187	Ref. Intergenic
1	14495243	14500512	Ref. Intergenic
1	14548199	14560817	Ref. Intergenic
1	14561491	14568198	Ref. Intergenic
1	1460097	1462131	Ref. Intergenic
1	14626241	14645527	Ref. Intergenic
1	14662781	14665240	Ref. Intergenic
1	14774191	14777239	Ref. Intergenic
1	14779028	14784129	Ref. Intergenic
1	1479107	1499106	Ref. Intergenic
1	14949115	14962553	Ref. Intergenic
1	14979075	14999074	Ref. Intergenic
1	15019369	15023961	Ref. Intergenic
1	15072232	15074109	Ref. Intergenic
1	15097054	15099098	Ref. Intergenic
1	15127126	15133879	Ref. Intergenic
1	15210755	15212126	Ref. Intergenic
1	15269901	15275484	Ref. Intergenic
1	15296927	15298138	Ref. Intergenic
1	15375122	15377316	Ref. Intergenic
1	15383650	15391411	Ref. Intergenic
1	15457290	15458575	Ref. Intergenic
1	15489666	15494684	Ref. Intergenic
1	1550369	1551706	Ref. Intergenic
1	1552669	1567280	Ref. Intergenic
1	15559369	15579368	Ref. Intergenic
1	1567532	1570368	Ref. Intergenic
1	15783655	15803654	Ref. Intergenic
1	15856606	15872603	Ref. Intergenic
1	15990423	15993889	Ref. Intergenic
1	16047623	16065633	Ref. Intergenic
1	16065668	16067622	Ref. Intergenic
1	16131404	16135769	Ref. Intergenic
1	16135851	16145339	Ref. Intergenic
1	16145383	16148703	Ref. Intergenic
1	16148740	16151403	Ref. Intergenic
1	1625904	1629835	Ref. Intergenic
1	16348681	16354972	Ref. Intergenic
1	16356159	16368680	Ref. Intergenic
1	16419942	16429571	Ref. Intergenic
1	16536237	16537537	Ref. Intergenic
1	16607237	16616213	Ref. Intergenic
1	16644882	16647294	Ref. Intergenic
1	16647493	16659931	Ref. Intergenic
1	16661067	16662916	Ref. Intergenic
1	16722425	16728361	Ref. Intergenic
1	16728548	16735497	Ref. Intergenic
1	16735715	16737626	Ref. Intergenic
1	16737779	16742424	Ref. Intergenic
1	16801233	16803001	Ref. Intergenic
1	16809889	16815036	Ref. Intergenic
1	16858794	16862370	Ref. Intergenic
1	16957234	16962934	Ref. Intergenic
1	16985354	16986550	Ref. Intergenic
1	17042057	17048267	Ref. Intergenic
1	17147591	17149347	Ref. Intergenic
1	17149737	17157122	Ref. Intergenic
1	17157777	17167590	Ref. Intergenic
1	17226235	17239451	Ref. Intergenic
1	17368545	17373552	Ref. Intergenic
1	17392851	17393878	Ref. Intergenic
1	17501910	17504059	Ref. Intergenic
1	17513527	17521630	Ref. Intergenic
1	17546164	17551938	Ref. Intergenic
1	1755909	1775908	Ref. Intergenic
1	17616410	17620016	Ref. Intergenic
1	17737228	17739845	Ref. Intergenic
1	17853913	17867980	Ref. Intergenic
1	178913	182300	Ref. Intergenic
1	17976991	17979767	Ref. Intergenic
1	18024117	18027845	Ref. Intergenic
1	18031408	18032485	Ref. Intergenic
1	18042721	18054560	Ref. Intergenic
1	1804373	1807805	Ref. Intergenic
1	18089398	18090782	Ref. Intergenic
1	18097719	18100861	Ref. Intergenic
1	1810182	1820984	Ref. Intergenic
1	18124686	18130108	Ref. Intergenic
1	18170385	18171927	Ref. Intergenic
1	18318832	18335460	Ref. Intergenic
1	18348761	18352884	Ref. Intergenic
1	18513749	18515144	Ref. Intergenic
1	18564865	18566636	Ref. Intergenic
1	1863615	1877462	Ref. Intergenic
1	18650787	18666303	Ref. Intergenic
1	18668451	18673850	Ref. Intergenic
1	1877742	1881888	Ref. Intergenic
1	18798700	18803350	Ref. Intergenic
1	18866665	18877383	Ref. Intergenic
1	18913864	18918988	Ref. Intergenic
1	18930550	18931807	Ref. Intergenic
1	18943990	18947112	Ref. Intergenic
1	18952846	18956722	Ref. Intergenic
1	18965640	18973093	Ref. Intergenic
1	19131683	19140478	Ref. Intergenic
1	19220666	19226478	Ref. Intergenic
