chr	start	end	markName
AFYH01266222.1	11369	31368	Ref. Intergenic
AFYH01266222.1	501	7635	Ref. Intergenic
AFYH01271682.1	8364	9945	Ref. Intergenic
JH126562.1	10047580	10053150	Ref. Intergenic
JH126562.1	10054718	10056638	Ref. Intergenic
JH126562.1	10068177	10088176	Ref. Intergenic
JH126562.1	10316782	10320150	Ref. Intergenic
JH126562.1	10320660	10325721	Ref. Intergenic
JH126562.1	10477948	10480422	Ref. Intergenic
JH126562.1	1048006	1054685	Ref. Intergenic
JH126562.1	1060384	1063804	Ref. Intergenic
JH126562.1	10650125	10670124	Ref. Intergenic
JH126562.1	10697623	10703308	Ref. Intergenic
JH126562.1	10703409	10704708	Ref. Intergenic
JH126562.1	10714725	10717622	Ref. Intergenic
JH126562.1	1145661	1153038	Ref. Intergenic
JH126562.1	1154935	1156154	Ref. Intergenic
JH126562.1	1156521	1159184	Ref. Intergenic
JH126562.1	1160474	1165278	Ref. Intergenic
JH126562.1	1225127	1245126	Ref. Intergenic
JH126562.1	1267077	1282440	Ref. Intergenic
JH126562.1	14159	34037	Ref. Intergenic
JH126562.1	150142	152078	Ref. Intergenic
JH126562.1	152501	160120	Ref. Intergenic
JH126562.1	1822232	1828088	Ref. Intergenic
JH126562.1	1828590	1831292	Ref. Intergenic
JH126562.1	1831525	1836120	Ref. Intergenic
JH126562.1	183250	185782	Ref. Intergenic
JH126562.1	1837411	1840760	Ref. Intergenic
JH126562.1	1934908	1954907	Ref. Intergenic
JH126562.1	202936	204632	Ref. Intergenic
JH126562.1	2182851	2191265	Ref. Intergenic
JH126562.1	2192644	2202850	Ref. Intergenic
JH126562.1	2359697	2365640	Ref. Intergenic
JH126562.1	2369971	2379157	Ref. Intergenic
JH126562.1	2594492	2611459	Ref. Intergenic
JH126562.1	2750370	2755776	Ref. Intergenic
JH126562.1	2756029	2760443	Ref. Intergenic
JH126562.1	2764590	2769102	Ref. Intergenic
JH126562.1	286349	288278	Ref. Intergenic
JH126562.1	289921	291110	Ref. Intergenic
JH126562.1	2902145	2906118	Ref. Intergenic
JH126562.1	2906299	2908683	Ref. Intergenic
JH126562.1	2910118	2916043	Ref. Intergenic
JH126562.1	2916614	2922144	Ref. Intergenic
JH126562.1	293173	306348	Ref. Intergenic
JH126562.1	3174039	3178594	Ref. Intergenic
JH126562.1	3178695	3185757	Ref. Intergenic
JH126562.1	3337083	3349398	Ref. Intergenic
JH126562.1	3349783	3357082	Ref. Intergenic
JH126562.1	3378164	3394245	Ref. Intergenic
JH126562.1	3489090	3501886	Ref. Intergenic
JH126562.1	3552701	3554643	Ref. Intergenic
JH126562.1	3555236	3560664	Ref. Intergenic
JH126562.1	3571480	3580067	Ref. Intergenic
JH126562.1	3581513	3589118	Ref. Intergenic
JH126562.1	3589219	3590954	Ref. Intergenic
JH126562.1	3614279	3619444	Ref. Intergenic
JH126562.1	3622318	3627934	Ref. Intergenic
