chr	start	end	markName
1	100374	111415	Ref. Intergenic
1	10086491	10106490	Ref. Intergenic
1	10200379	10220378	Ref. Intergenic
1	10450373	10470372	Ref. Intergenic
1	1055029	1075028	Ref. Intergenic
1	10565951	10585950	Ref. Intergenic
1	10699213	10719212	Ref. Intergenic
1	10902893	10922892	Ref. Intergenic
1	11293825	11296353	Ref. Intergenic
1	113482	114595	Ref. Intergenic
1	11376611	11396610	Ref. Intergenic
1	11530389	11550388	Ref. Intergenic
1	11651041	11671040	Ref. Intergenic
1	1168473	1188472	Ref. Intergenic
1	11772730	11774143	Ref. Intergenic
1	11787704	11790322	Ref. Intergenic
1	11808010	11824371	Ref. Intergenic
1	11846672	11861884	Ref. Intergenic
1	11872449	11878245	Ref. Intergenic
1	11880386	11883750	Ref. Intergenic
1	11988022	12008021	Ref. Intergenic
1	12275017	12295016	Ref. Intergenic
1	12781947	12785050	Ref. Intergenic
1	12786879	12788383	Ref. Intergenic
1	12995042	13002410	Ref. Intergenic
1	13074550	13094549	Ref. Intergenic
1	13353049	13373048	Ref. Intergenic
1	13629615	13649614	Ref. Intergenic
1	13730228	13732553	Ref. Intergenic
1	1382090	1402089	Ref. Intergenic
1	14160461	14168215	Ref. Intergenic
1	14169327	14175033	Ref. Intergenic
1	14212113	14217247	Ref. Intergenic
1	14279834	14283047	Ref. Intergenic
1	1429457	1449456	Ref. Intergenic
1	14329160	14330509	Ref. Intergenic
1	14370390	14380032	Ref. Intergenic
1	14399405	14410640	Ref. Intergenic
1	14435732	14446185	Ref. Intergenic
1	14558203	14578202	Ref. Intergenic
1	14640931	14660930	Ref. Intergenic
1	14720794	14734536	Ref. Intergenic
1	14758445	14778444	Ref. Intergenic
1	14883460	14893384	Ref. Intergenic
1	15186905	15206904	Ref. Intergenic
1	15633520	15653519	Ref. Intergenic
1	15707016	15709564	Ref. Intergenic
1	158541	164936	Ref. Intergenic
1	15876347	15889633	Ref. Intergenic
1	15979263	15999262	Ref. Intergenic
1	16143473	16145452	Ref. Intergenic
1	16193738	16205327	Ref. Intergenic
1	16232587	16252586	Ref. Intergenic
1	16335732	16340237	Ref. Intergenic
1	16403561	16423560	Ref. Intergenic
1	16451749	16454088	Ref. Intergenic
1	16686875	16688882	Ref. Intergenic
1	1700489	1707007	Ref. Intergenic
1	17052885	17072884	Ref. Intergenic
1	17440189	17450580	Ref. Intergenic
1	17596707	17616706	Ref. Intergenic
1	1772879	1779349	Ref. Intergenic
1	17920287	17940286	Ref. Intergenic
1	1793180	1795729	Ref. Intergenic
1	17976502	17983636	Ref. Intergenic
1	17992329	18012328	Ref. Intergenic
1	18022967	18029254	Ref. Intergenic
1	18041775	18045219	Ref. Intergenic
1	18243562	18250520	Ref. Intergenic
1	18282262	18297840	Ref. Intergenic
1	18309203	18329202	Ref. Intergenic
1	18450914	18452322	Ref. Intergenic
1	18461951	18481950	Ref. Intergenic
1	18580085	18600084	Ref. Intergenic
1	18707483	18727482	Ref. Intergenic
1	18876243	18896242	Ref. Intergenic
1	18958973	18978972	Ref. Intergenic
1	19066210	19068259	Ref. Intergenic
1	19103096	19106812	Ref. Intergenic
1	19270831	19290830	Ref. Intergenic
1	1928673	1942864	Ref. Intergenic
1	1946396	1951405	Ref. Intergenic
1	1965142	1970172	Ref. Intergenic
1	19744723	19764722	Ref. Intergenic
1	199734	219733	Ref. Intergenic
1	2005632	2009768	Ref. Intergenic
1	2011442	2015995	Ref. Intergenic
1	20177154	20197153	Ref. Intergenic
1	2052808	2055309	Ref. Intergenic
1	20861075	20881074	Ref. Intergenic
1	21125895	21145894	Ref. Intergenic
1	2113360	2125225	Ref. Intergenic
1	21509659	21529658	Ref. Intergenic
1	21767245	21775140	Ref. Intergenic
1	21817990	21824399	Ref. Intergenic
1	21893751	21907622	Ref. Intergenic
1	22162951	22182950	Ref. Intergenic
1	2218470	2225383	Ref. Intergenic
1	22211253	22223704	Ref. Intergenic
1	22234166	22254165	Ref. Intergenic
1	22376903	22396902	Ref. Intergenic
1	22505239	22507290	Ref. Intergenic
1	22540944	22554108	Ref. Intergenic
1	22572717	22587037	Ref. Intergenic
1	22665731	22669782	Ref. Intergenic
1	2269987	2289986	Ref. Intergenic
1	22701435	22721434	Ref. Intergenic
1	22779534	22781594	Ref. Intergenic
1	22812910	22816175	Ref. Intergenic
1	22857608	22877607	Ref. Intergenic
1	22893657	22895928	Ref. Intergenic
1	22926707	22929245	Ref. Intergenic
1	22964773	22975628	Ref. Intergenic
1	23102212	23122211	Ref. Intergenic
1	2310783	2324361	Ref. Intergenic
1	23181277	23199456	Ref. Intergenic
1	23272447	23281438	Ref. Intergenic
1	23282572	23286070	Ref. Intergenic
1	23318670	23334379	Ref. Intergenic
1	23561109	23563847	Ref. Intergenic
1	23588061	23599636	Ref. Intergenic
1	23856989	23859453	Ref. Intergenic
1	23979162	23981063	Ref. Intergenic
1	24057798	24058898	Ref. Intergenic
1	24179797	24181507	Ref. Intergenic
1	24224370	24235350	Ref. Intergenic
1	24289062	24301126	Ref. Intergenic
1	2434418	2440919	Ref. Intergenic
1	24527721	24547720	Ref. Intergenic
1	24718123	24738122	Ref. Intergenic
1	25142134	25162133	Ref. Intergenic
1	25283180	25303179	Ref. Intergenic
1	25321843	25341842	Ref. Intergenic
1	25376001	25377540	Ref. Intergenic
1	25388765	25390445	Ref. Intergenic
1	2554495	2574494	Ref. Intergenic
1	25584651	25586286	Ref. Intergenic
1	25785465	25805464	Ref. Intergenic
1	26046596	26048593	Ref. Intergenic
1	26160112	26180111	Ref. Intergenic
1	26217840	26219029	Ref. Intergenic
1	26531651	26549726	Ref. Intergenic
1	26568187	26588186	Ref. Intergenic
1	2661503	2681502	Ref. Intergenic
1	26757190	26763574	Ref. Intergenic
1	26786935	26806786	Ref. Intergenic
1	26900056	26902281	Ref. Intergenic
1	26904803	26918293	Ref. Intergenic
1	26937092	26940037	Ref. Intergenic
1	2740385	2760384	Ref. Intergenic
1	2904387	2915414	Ref. Intergenic
1	2928724	2939545	Ref. Intergenic
1	303776	308173	Ref. Intergenic
1	3055349	3075348	Ref. Intergenic
1	3182714	3188166	Ref. Intergenic
