chr	start	end	markName
NW_023435894.1	1026931	1036315	Ref. Intergenic
NW_023435894.1	1047520	1055354	Ref. Intergenic
NW_023435894.1	11967	13327	Ref. Intergenic
NW_023435894.1	1197	6267	Ref. Intergenic
NW_023435894.1	132707	144074	Ref. Intergenic
NW_023435894.1	149301	157724	Ref. Intergenic
NW_023435894.1	15270	22846	Ref. Intergenic
NW_023435894.1	166233	169577	Ref. Intergenic
NW_023435894.1	171544	174249	Ref. Intergenic
NW_023435894.1	184012	187420	Ref. Intergenic
NW_023435894.1	198471	199626	Ref. Intergenic
NW_023435894.1	220195	226818	Ref. Intergenic
NW_023435894.1	236965	241121	Ref. Intergenic
NW_023435894.1	243074	249543	Ref. Intergenic
NW_023435894.1	24789	28541	Ref. Intergenic
NW_023435894.1	251632	254372	Ref. Intergenic
NW_023435894.1	262864	265638	Ref. Intergenic
NW_023435894.1	277577	293475	Ref. Intergenic
NW_023435894.1	30484	34594	Ref. Intergenic
NW_023435894.1	345993	350807	Ref. Intergenic
NW_023435894.1	352947	362148	Ref. Intergenic
NW_023435894.1	36582	42355	Ref. Intergenic
NW_023435894.1	383073	384931	Ref. Intergenic
NW_023435894.1	439991	446694	Ref. Intergenic
NW_023435894.1	448685	458044	Ref. Intergenic
NW_023435894.1	467871	482346	Ref. Intergenic
NW_023435894.1	505020	512923	Ref. Intergenic
NW_023435894.1	515988	519280	Ref. Intergenic
NW_023435894.1	538784	544684	Ref. Intergenic
NW_023435894.1	553677	554792	Ref. Intergenic
NW_023435894.1	564632	567182	Ref. Intergenic
NW_023435894.1	580610	584151	Ref. Intergenic
NW_023435894.1	59613	62899	Ref. Intergenic
NW_023435894.1	598540	604279	Ref. Intergenic
NW_023435894.1	617507	620870	Ref. Intergenic
NW_023435894.1	635083	637397	Ref. Intergenic
NW_023435894.1	65228	66351	Ref. Intergenic
NW_023435894.1	683013	692043	Ref. Intergenic
NW_023435894.1	72569	73692	Ref. Intergenic
NW_023435894.1	746442	751680	Ref. Intergenic
NW_023435894.1	75522	83636	Ref. Intergenic
NW_023435894.1	776454	786495	Ref. Intergenic
NW_023435894.1	8243	11077	Ref. Intergenic
NW_023435894.1	864811	884810	Ref. Intergenic
NW_023435894.1	92156	99189	Ref. Intergenic
NW_023435894.1	952941	958676	Ref. Intergenic
NW_023435894.1	977617	979168	Ref. Intergenic
NW_023435896.1	1035515	1055514	Ref. Intergenic
NW_023435896.1	1134477	1154476	Ref. Intergenic
NW_023435896.1	18414	20685	Ref. Intergenic
NW_023435896.1	1984846	2004845	Ref. Intergenic
NW_023435896.1	2284689	2304688	Ref. Intergenic
NW_023435896.1	22849	26870	Ref. Intergenic
NW_023435896.1	315257	330920	Ref. Intergenic
NW_023435896.1	377503	397502	Ref. Intergenic
NW_023435896.1	38637	52876	Ref. Intergenic
NW_023435896.1	461340	481339	Ref. Intergenic
NW_023435896.1	501617	521616	Ref. Intergenic
NW_023435896.1	536713	543941	Ref. Intergenic
NW_023435896.1	53919	54956	Ref. Intergenic
NW_023435896.1	545705	555632	Ref. Intergenic
NW_023435896.1	586057	606056	Ref. Intergenic
NW_023435896.1	661107	667359	Ref. Intergenic
NW_023435896.1	679029	697552	Ref. Intergenic
NW_023435896.1	6871	10034	Ref. Intergenic
NW_023435896.1	713289	721380	Ref. Intergenic
NW_023435896.1	739843	743242	Ref. Intergenic
NW_023435896.1	780492	792427	Ref. Intergenic
NW_023435896.1	796586	816585	Ref. Intergenic
NW_023435896.1	844667	850806	Ref. Intergenic
NW_023435896.1	939063	959062	Ref. Intergenic
NW_023435896.1	998620	1018619	Ref. Intergenic
NW_023435897.1	10026461	10046460	Ref. Intergenic
NW_023435897.1	10282671	10302670	Ref. Intergenic
NW_023435897.1	1032041	1052040	Ref. Intergenic
NW_023435897.1	10435432	10455431	Ref. Intergenic
NW_023435897.1	10515813	10530974	Ref. Intergenic
NW_023435897.1	10606599	10623281	Ref. Intergenic
NW_023435897.1	10623339	10626598	Ref. Intergenic
NW_023435897.1	10698348	10699974	Ref. Intergenic
NW_023435897.1	10732362	10737542	Ref. Intergenic
NW_023435897.1	10822929	10828616	Ref. Intergenic
NW_023435897.1	1097275	1111925	Ref. Intergenic
NW_023435897.1	1114348	1117274	Ref. Intergenic
NW_023435897.1	11148845	11168844	Ref. Intergenic
NW_023435897.1	11230197	11250196	Ref. Intergenic
NW_023435897.1	11377932	11385190	Ref. Intergenic
NW_023435897.1	11393345	11413344	Ref. Intergenic
NW_023435897.1	11445317	11459664	Ref. Intergenic
NW_023435897.1	11533796	11538473	Ref. Intergenic
NW_023435897.1	11543533	11553795	Ref. Intergenic
NW_023435897.1	11870825	11890824	Ref. Intergenic
NW_023435897.1	12005701	12013994	Ref. Intergenic
NW_023435897.1	12014764	12017339	Ref. Intergenic
NW_023435897.1	12017385	12025700	Ref. Intergenic
NW_023435897.1	12046074	12047991	Ref. Intergenic
NW_023435897.1	1205813	1225812	Ref. Intergenic
NW_023435897.1	12083691	12103690	Ref. Intergenic
NW_023435897.1	13036710	13037991	Ref. Intergenic
NW_023435897.1	13049371	13059242	Ref. Intergenic
NW_023435897.1	13072783	13077646	Ref. Intergenic
NW_023435897.1	13193843	13195633	Ref. Intergenic
NW_023435897.1	13196542	13207743	Ref. Intergenic
NW_023435897.1	13273128	13286065	Ref. Intergenic
NW_023435897.1	13463778	13475055	Ref. Intergenic
NW_023435897.1	13500132	13504696	Ref. Intergenic
