chr	start	end	markName
1	100086387	100106386	Ref. Intergenic
1	100516051	100536050	Ref. Intergenic
1	100646541	100648759	Ref. Intergenic
1	100648829	100666540	Ref. Intergenic
1	100685458	100700862	Ref. Intergenic
1	100884533	100904532	Ref. Intergenic
1	100960062	100980061	Ref. Intergenic
1	101247137	101262707	Ref. Intergenic
1	101263168	101267136	Ref. Intergenic
1	101291913	101303837	Ref. Intergenic
1	101304008	101311912	Ref. Intergenic
1	101406959	101426958	Ref. Intergenic
1	101449204	101466474	Ref. Intergenic
1	101576151	101596150	Ref. Intergenic
1	101677381	101697380	Ref. Intergenic
1	102248453	102268452	Ref. Intergenic
1	102492060	102495209	Ref. Intergenic
1	102495562	102512059	Ref. Intergenic
1	10252489	10272488	Ref. Intergenic
1	102840291	102860290	Ref. Intergenic
1	10306039	10308124	Ref. Intergenic
1	103184301	103191320	Ref. Intergenic
1	103239675	103259674	Ref. Intergenic
1	103535661	103555660	Ref. Intergenic
1	103749626	103760603	Ref. Intergenic
1	103761835	103764527	Ref. Intergenic
1	104210337	104230336	Ref. Intergenic
1	104329698	104349697	Ref. Intergenic
1	10452659	10472658	Ref. Intergenic
1	104623260	104643259	Ref. Intergenic
1	105366969	105386968	Ref. Intergenic
1	105849968	105852009	Ref. Intergenic
1	105946184	105966183	Ref. Intergenic
1	106056680	106076679	Ref. Intergenic
1	10669433	10689432	Ref. Intergenic
1	106898098	106918097	Ref. Intergenic
1	107146217	107166216	Ref. Intergenic
1	107251367	107263831	Ref. Intergenic
1	107554594	107555659	Ref. Intergenic
1	107566214	107569710	Ref. Intergenic
1	107779903	107799902	Ref. Intergenic
1	107860217	107880216	Ref. Intergenic
1	107965694	107970458	Ref. Intergenic
1	10831822	10833517	Ref. Intergenic
1	10834450	10843816	Ref. Intergenic
1	108473	128472	Ref. Intergenic
1	108547277	108567276	Ref. Intergenic
1	108577987	108590717	Ref. Intergenic
1	108594830	108600766	Ref. Intergenic
1	1085994	1105993	Ref. Intergenic
1	108606518	108608455	Ref. Intergenic
1	108709197	108729196	Ref. Intergenic
1	108747186	108764224	Ref. Intergenic
1	108796030	108797800	Ref. Intergenic
1	108802734	108811798	Ref. Intergenic
1	109127158	109140923	Ref. Intergenic
1	109307456	109314872	Ref. Intergenic
1	109348811	109351501	Ref. Intergenic
1	109354261	109368810	Ref. Intergenic
1	109606455	109610469	Ref. Intergenic
1	109638438	109640463	Ref. Intergenic
1	109649584	109651885	Ref. Intergenic
1	109828779	109848778	Ref. Intergenic
1	109896699	109916698	Ref. Intergenic
1	10993368	11013367	Ref. Intergenic
1	109990724	109998869	Ref. Intergenic
1	109998968	110005157	Ref. Intergenic
1	110016018	110033267	Ref. Intergenic
1	110328679	110329831	Ref. Intergenic
1	110369400	110384871	Ref. Intergenic
1	110424762	110428165	Ref. Intergenic
1	110450887	110470886	Ref. Intergenic
1	11062044	11067008	Ref. Intergenic
1	11090598	11095511	Ref. Intergenic
1	110920757	110928837	Ref. Intergenic
1	11095812	11110597	Ref. Intergenic
1	111000438	111010607	Ref. Intergenic
1	111011020	111014728	Ref. Intergenic
1	111030240	111032897	Ref. Intergenic
1	111075227	111093082	Ref. Intergenic
