gene_id	est_counts	tpm	fpkm	type	biotype
ENSELUG00000000002	0	0	0	genic	Mt_tRNA
ENSELUG00000000003	13837.132	1054.529096	694.438633809479	genic	Mt_rRNA
ENSELUG00000000004	0	0	0	genic	Mt_tRNA
ENSELUG00000000005	14754.982	579.489057	381.610702423543	genic	Mt_rRNA
ENSELUG00000000006	0	0	0	genic	Mt_tRNA
ENSELUG00000000007	19975.249	1459.337119	961.016703123593	genic	protein_coding
ENSELUG00000000008	0	0	0	genic	Mt_tRNA
ENSELUG00000000009	0	0	0	genic	Mt_tRNA
ENSELUG00000000010	0	0	0	genic	Mt_tRNA
ENSELUG00000000011	28392.114	1897.477994	1249.54544244924	genic	protein_coding
ENSELUG00000000012	0	0	0	genic	Mt_tRNA
ENSELUG00000000013	0	0	0	genic	Mt_tRNA
ENSELUG00000000014	0	0	0	genic	Mt_tRNA
ENSELUG00000000015	0	0	0	genic	Mt_tRNA
ENSELUG00000000016	0	0	0	genic	Mt_tRNA
ENSELUG00000000017	249107.686	10561.672396	6955.17399874716	genic	protein_coding
ENSELUG00000000018	0	0	0	genic	Mt_tRNA
ENSELUG00000000019	0	0	0	genic	Mt_tRNA
ENSELUG00000000020	88724.64	10062.908419	6626.72315173395	genic	protein_coding
ENSELUG00000000021	0	0	0	genic	Mt_tRNA
ENSELUG00000000022	5806.392	10105.287904	6654.63129744238	genic	protein_coding
ENSELUG00000000023	30590.052	3531.224923	2325.41616964745	genic	protein_coding
ENSELUG00000000024	120891.661	11593.027603	7634.35194048254	genic	protein_coding
ENSELUG00000000025	0	0	0	genic	Mt_tRNA
ENSELUG00000000026	3465.548	1138.974025	750.048119929242	genic	protein_coding
ENSELUG00000000027	0	0	0	genic	Mt_tRNA
ENSELUG00000000028	4457.332	1998.69925	1316.20263663738	genic	protein_coding
ENSELUG00000000029	27194.913	1316.303413	866.824772564146	genic	protein_coding
ENSELUG00000000030	0	0	0	genic	Mt_tRNA
ENSELUG00000000031	0	0	0	genic	Mt_tRNA
ENSELUG00000000032	0	0	0	genic	Mt_tRNA
ENSELUG00000000033	17519.267	613.787216	404.197055676844	genic	protein_coding
ENSELUG00000000034	5786.426	975.853784	642.62861131977	genic	protein_coding
ENSELUG00000000035	0	0	0	genic	Mt_tRNA
ENSELUG00000000036	34721.641	2109.394964	1389.09904195261	genic	protein_coding
ENSELUG00000000037	0	0	0	genic	Mt_tRNA
ENSELUG00000000038	0	0	0	genic	Mt_tRNA
ENSELUG00000000044	2	0.029371	0.0193416731610203	genic	protein_coding
ENSELUG00000000046	93.125	4.926897	3.24450755752312	genic	protein_coding
ENSELUG00000000047	0	0	0	genic	snoRNA
ENSELUG00000000048	0	0	0	genic	snoRNA
ENSELUG00000000049	5	0.083446	0.0549516617954616	genic	protein_coding
ENSELUG00000000051	36.614	2.357484	1.55247301795427	genic	protein_coding
ENSELUG00000000052	4.519	0.28905	0.190347983629871	genic	protein_coding
ENSELUG00000000053	78.406	10.798843	7.11135786398735	genic	protein_coding
ENSELUG00000000055	118	3.391716	2.23354541306061	genic	protein_coding
ENSELUG00000000056	10	0.165238	0.108814115616788	genic	protein_coding
ENSELUG00000000057	3.366	0.135584	0.0892860785762753	genic	protein_coding
ENSELUG00000000058	30	0.847216	0.55791682165357	genic	protein_coding
ENSELUG00000000059	2539.783	31.041246	20.4415796071918	genic	protein_coding
ENSELUG00000000060	551.201	27.177649	17.8972865834643	genic	protein_coding
ENSELUG00000000062	4.999	1.039335	0.684432871703689	genic	protein_coding
ENSELUG00000000063	332	10.236587	6.74109563986074	genic	protein_coding
ENSELUG00000000064	3864	139.496891	91.862833158574	genic	protein_coding
ENSELUG00000000065	170	3.576555	2.35526736755347	genic	protein_coding
ENSELUG00000000066	16	0.535379	0.352562923811716	genic	protein_coding
ENSELUG00000000067	893.084	21.507511	14.1633328204368	genic	protein_coding
ENSELUG00000000068	3238.558	151.631941	99.8541228965006	genic	protein_coding
ENSELUG00000000069	1	0.045343	0.0298597080841696	genic	protein_coding
ENSELUG00000000070	0	0	0	genic	protein_coding
ENSELUG00000000071	67.013	7.705242	5.07413000546684	genic	protein_coding
ENSELUG00000000072	1106.21	6.216734	4.09390341346915	genic	protein_coding
ENSELUG00000000073	0	0	0	genic	protein_coding
ENSELUG00000000074	48	1.049113	0.690871974225513	genic	protein_coding
ENSELUG00000000075	4314.074	76.33807	50.2708794281125	genic	protein_coding
ENSELUG00000000076	33724.356	1775.848885	1169.44907279399	genic	protein_coding
ENSELUG00000000078	4	168.558413	111.000705893101	genic	snoRNA
ENSELUG00000000080	283.001	10.382717	6.83732657169894	genic	protein_coding
ENSELUG00000000081	505.235	28.684319	18.88947339023	genic	protein_coding
ENSELUG00000000082	2520.133	28.97667	19.0819951801009	genic	protein_coding
ENSELUG00000000083	0	0	0	genic	snoRNA
ENSELUG00000000084	0	0	0	genic	snoRNA
ENSELUG00000000085	1044.055	20.345348	13.3980140738558	genic	protein_coding
ENSELUG00000000086	260.088	13.579407	8.94244158913458	genic	protein_coding
ENSELUG00000000087	2245.46	34.745838	22.8811631303585	genic	protein_coding
ENSELUG00000000089	1193.293	27.986441	18.429900063402	genic	protein_coding
ENSELUG00000000090	2911.196	55.486439	36.5394630079634	genic	protein_coding
ENSELUG00000000091	506.997	59.705564	39.3178817467019	genic	protein_coding
ENSELUG00000000092	0	0	0	genic	protein_coding
ENSELUG00000000093	352.98	11.773315	7.75307652962916	genic	protein_coding
ENSELUG00000000094	344	7.617604	5.0164177875483	genic	protein_coding
ENSELUG00000000095	451.286	26.158195	17.2259459389274	genic	protein_coding
ENSELUG00000000096	6	0.349876	0.230403705658137	genic	protein_coding
ENSELUG00000000097	8	0.444635	0.292805312926025	genic	protein_coding
ENSELUG00000000098	321	9.504023	6.25868055499711	genic	protein_coding
ENSELUG00000000099	355.603	11.412502	7.51547048563177	genic	protein_coding
ENSELUG00000000100	1	0.024055	0.0158409297568467	genic	protein_coding
ENSELUG00000000101	1688.663	46.66778	30.7321149402608	genic	protein_coding
ENSELUG00000000102	290.013	11.730999	7.72521019067299	genic	protein_coding
