gene_id	est_counts	tpm	fpkm	type	biotype
ENSELUG00000000002	0	0	0	genic	Mt_tRNA
ENSELUG00000000003	40288.378	2185.500299	2006.99323201252	genic	Mt_rRNA
ENSELUG00000000004	0	0	0	genic	Mt_tRNA
ENSELUG00000000005	315430.615	8713.996175	8002.25529825378	genic	Mt_rRNA
ENSELUG00000000006	0	0	0	genic	Mt_tRNA
ENSELUG00000000007	173572.584	9017.651138	8281.10836264681	genic	protein_coding
ENSELUG00000000008	0	0	0	genic	Mt_tRNA
ENSELUG00000000009	0	0	0	genic	Mt_tRNA
ENSELUG00000000010	0	0	0	genic	Mt_tRNA
ENSELUG00000000011	143000.905	6780.151046	6226.36257133938	genic	protein_coding
ENSELUG00000000012	0	0	0	genic	Mt_tRNA
ENSELUG00000000013	0	0	0	genic	Mt_tRNA
ENSELUG00000000014	0	0	0	genic	Mt_tRNA
ENSELUG00000000015	0	0	0	genic	Mt_tRNA
ENSELUG00000000016	0	0	0	genic	Mt_tRNA
ENSELUG00000000017	1010008.269	30150.668692	27688.0254984105	genic	protein_coding
ENSELUG00000000018	0	0	0	genic	Mt_tRNA
ENSELUG00000000019	0	0	0	genic	Mt_tRNA
ENSELUG00000000020	428297.202	34985.415696	32127.8805375338	genic	protein_coding
ENSELUG00000000021	0	0	0	genic	Mt_tRNA
ENSELUG00000000022	25322.936	40521.603837	37211.884477144	genic	protein_coding
ENSELUG00000000023	196111.65	16314.990582	14982.416471599	genic	protein_coding
ENSELUG00000000024	1000974.391	68734.190844	63120.1267256223	genic	protein_coding
ENSELUG00000000025	0	0	0	genic	Mt_tRNA
ENSELUG00000000026	36331.342	9479.438162	8705.17759394513	genic	protein_coding
ENSELUG00000000027	0	0	0	genic	Mt_tRNA
ENSELUG00000000028	27653.704	10844.96459	9959.17069583775	genic	protein_coding
ENSELUG00000000029	191915.876	6552.592628	6017.39064622801	genic	protein_coding
ENSELUG00000000030	0	0	0	genic	Mt_tRNA
ENSELUG00000000031	0	0	0	genic	Mt_tRNA
ENSELUG00000000032	0	0	0	genic	Mt_tRNA
ENSELUG00000000033	118603.211	2919.017402	2680.59820107156	genic	protein_coding
ENSELUG00000000034	51256.717	6340.795855	5822.89298810939	genic	protein_coding
ENSELUG00000000035	0	0	0	genic	Mt_tRNA
ENSELUG00000000036	299110.168	12867.321595	11816.3458349148	genic	protein_coding
ENSELUG00000000037	0	0	0	genic	Mt_tRNA
ENSELUG00000000038	0	0	0	genic	Mt_tRNA
ENSELUG00000000044	10	0.102378	0.0940159803231296	genic	protein_coding
ENSELUG00000000046	27.989	1.155715	1.06131862997075	genic	protein_coding
ENSELUG00000000047	0	0	0	genic	snoRNA
ENSELUG00000000048	0	0	0	genic	snoRNA
ENSELUG00000000049	5	0.058289	0.0535280770971782	genic	protein_coding
ENSELUG00000000051	22.112	1.009287	0.926850560983713	genic	protein_coding
ENSELUG00000000052	3.043	0.137965	0.12669630902421	genic	protein_coding
ENSELUG00000000053	7.949	0.794076	0.729217542744237	genic	protein_coding
ENSELUG00000000055	52	1.04794	0.962346465254454	genic	protein_coding
ENSELUG00000000056	253	2.739323	2.51558085982043	genic	protein_coding
ENSELUG00000000057	0	0	0	genic	protein_coding
ENSELUG00000000058	2	0.041064	0.0377099788625388	genic	protein_coding
ENSELUG00000000059	2337.869	19.982148	18.3500481859566	genic	protein_coding
ENSELUG00000000060	2666.312	92.761614	85.1850405025078	genic	protein_coding
ENSELUG00000000062	6430.791	996.515879	915.122558281566	genic	protein_coding
ENSELUG00000000063	88	1.903598	1.74811611978305	genic	protein_coding
ENSELUG00000000064	148	3.754659	3.44798635120887	genic	protein_coding
ENSELUG00000000065	142	2.121579	1.94829289024952	genic	protein_coding
ENSELUG00000000066	42	0.935039	0.858666981435062	genic	protein_coding
ENSELUG00000000067	1602.024	26.952514	24.7510893539909	genic	protein_coding
ENSELUG00000000068	764.793	25.25694	23.1940062714886	genic	protein_coding
ENSELUG00000000069	38	1.214269	1.11509006242539	genic	protein_coding
ENSELUG00000000070	0	0	0	genic	protein_coding
ENSELUG00000000071	68	5.634108	5.1739259105119	genic	protein_coding
ENSELUG00000000072	752	2.917602	2.67929840612948	genic	protein_coding
ENSELUG00000000073	56.996	13.641148	12.5269677269814	genic	protein_coding
ENSELUG00000000074	6	0.087443	0.0803008397057515	genic	protein_coding
ENSELUG00000000075	990	17.859158	16.4004595432189	genic	protein_coding
ENSELUG00000000076	91447.55	3401.272922	3123.4641046743	genic	protein_coding
ENSELUG00000000078	2	63.690535	58.4884260810877	genic	snoRNA
