gene_id	est_counts	tpm	fpkm	type	biotype
ENSELUG00000000002	0	0	0	genic	Mt_tRNA
ENSELUG00000000003	7694.325	650.143574	422.740313977487	genic	Mt_rRNA
ENSELUG00000000004	0	0	0	genic	Mt_tRNA
ENSELUG00000000005	50398.432	2167.277736	1409.22052794612	genic	Mt_rRNA
ENSELUG00000000006	0	0	0	genic	Mt_tRNA
ENSELUG00000000007	13721.855	1110.413362	722.019738514986	genic	protein_coding
ENSELUG00000000008	0	0	0	genic	Mt_tRNA
ENSELUG00000000009	0	0	0	genic	Mt_tRNA
ENSELUG00000000010	0	0	0	genic	Mt_tRNA
ENSELUG00000000011	17008.183	1257.306899	817.533748705975	genic	protein_coding
ENSELUG00000000012	0	0	0	genic	Mt_tRNA
ENSELUG00000000013	0	0	0	genic	Mt_tRNA
ENSELUG00000000014	0	0	0	genic	Mt_tRNA
ENSELUG00000000015	0	0	0	genic	Mt_tRNA
ENSELUG00000000016	0	0	0	genic	Mt_tRNA
ENSELUG00000000017	159718.128	7423.159911	4826.7322434248	genic	protein_coding
ENSELUG00000000018	0	0	0	genic	Mt_tRNA
ENSELUG00000000019	0	0	0	genic	Mt_tRNA
ENSELUG00000000020	56844.918	7232.953073	4703.05479488513	genic	protein_coding
ENSELUG00000000021	0	0	0	genic	Mt_tRNA
ENSELUG00000000022	5068.671	10526.430257	6844.55958632038	genic	protein_coding
ENSELUG00000000023	29894.279	3874.040446	2519.00217120892	genic	protein_coding
ENSELUG00000000024	135650.166	14509.51947	9434.46811090107	genic	protein_coding
ENSELUG00000000025	0	0	0	genic	Mt_tRNA
ENSELUG00000000026	3239.148	1254.284661	815.568610708573	genic	protein_coding
ENSELUG00000000027	0	0	0	genic	Mt_tRNA
ENSELUG00000000028	2569.489	1369.531764	890.505283861348	genic	protein_coding
ENSELUG00000000029	22343.304	1188.129324	772.552684606894	genic	protein_coding
ENSELUG00000000030	0	0	0	genic	Mt_tRNA
ENSELUG00000000031	0	0	0	genic	Mt_tRNA
ENSELUG00000000032	0	0	0	genic	Mt_tRNA
ENSELUG00000000033	17170.618	657.663653	427.630065541186	genic	protein_coding
ENSELUG00000000034	7329.359	1411.456823	917.766051042577	genic	protein_coding
ENSELUG00000000035	0	0	0	genic	Mt_tRNA
ENSELUG00000000036	43147.363	2892.935526	1881.06215532304	genic	protein_coding
ENSELUG00000000037	0	0	0	genic	Mt_tRNA
ENSELUG00000000038	0	0	0	genic	Mt_tRNA
ENSELUG00000000044	642.007	9.714738	6.31677610387183	genic	protein_coding
ENSELUG00000000046	36.135	2.151985	1.39927679201339	genic	protein_coding
ENSELUG00000000047	0	0	0	genic	snoRNA
ENSELUG00000000048	0	0	0	genic	snoRNA
ENSELUG00000000049	3	0.05437	0.0353527925063457	genic	protein_coding
ENSELUG00000000051	51.583	3.621098	2.35453239358365	genic	protein_coding
ENSELUG00000000052	20.123	1.422209	0.924757397050899	genic	protein_coding
ENSELUG00000000053	2.273	0.354083	0.23023400458018	genic	protein_coding
ENSELUG00000000055	271	8.496165	5.52442814685812	genic	protein_coding
ENSELUG00000000056	121.99	2.166919	1.40898726843954	genic	protein_coding
