gene_id	est_counts	tpm	fpkm	type	biotype
ENSELUG00000000002	0	0	0	genic	Mt_tRNA
ENSELUG00000000003	1397	57.737117	42.7191687650406	genic	Mt_rRNA
ENSELUG00000000004	0	0	0	genic	Mt_tRNA
ENSELUG00000000005	6876	146.796986	108.61375740554	genic	Mt_rRNA
ENSELUG00000000006	23	38.636682	28.5869302909462	genic	Mt_tRNA
ENSELUG00000000007	15040	595.966905	440.950503175867	genic	protein_coding
ENSELUG00000000008	3	5.120191	3.78838284284686	genic	Mt_tRNA
ENSELUG00000000009	2	3.417622	2.52866749465713	genic	Mt_tRNA
ENSELUG00000000010	6	10.225391	7.56567398087312	genic	Mt_tRNA
ENSELUG00000000011	24165.87	875.739554	647.95174656101	genic	protein_coding
ENSELUG00000000012	18	30.721148	22.730298536863	genic	Mt_tRNA
ENSELUG00000000013	6.091	10.381091	7.68087499752097	genic	Mt_tRNA
ENSELUG00000000014	117.909	200.190978	148.11948740739	genic	Mt_tRNA
ENSELUG00000000015	140	241.920609	178.994862587483	genic	Mt_tRNA
ENSELUG00000000016	21	35.88503	26.5510079540089	genic	Mt_tRNA
ENSELUG00000000017	207016.772	4769.832206	3529.15555151532	genic	protein_coding
ENSELUG00000000018	299	510.934481	378.035784532114	genic	Mt_tRNA
ENSELUG00000000019	0	0	0	genic	Mt_tRNA
ENSELUG00000000020	58168.198	3571.835233	2642.76846589768	genic	protein_coding
ENSELUG00000000021	75	126.572904	93.650142715946	genic	Mt_tRNA
ENSELUG00000000022	4405	4085.423041	3022.76742299177	genic	protein_coding
ENSELUG00000000023	33263	2078.718454	1538.02491474298	genic	protein_coding
ENSELUG00000000024	101802.416	5289.103982	3913.36002493693	genic	protein_coding
ENSELUG00000000025	17	29.049787	21.4936737045856	genic	Mt_tRNA
ENSELUG00000000026	3616	642.094359	475.079787672833	genic	protein_coding
ENSELUG00000000027	14	23.86651	17.658614102996	genic	Mt_tRNA
ENSELUG00000000028	4287	1040.484641	769.845140974249	genic	protein_coding
ENSELUG00000000029	29040	763.451068	564.8705150578	genic	protein_coding
ENSELUG00000000030	5	8.521159	6.30472819407911	genic	Mt_tRNA
ENSELUG00000000031	7	11.929623	8.82661976766712	genic	Mt_tRNA
ENSELUG00000000032	16	27.165572	20.0995601298704	genic	Mt_tRNA
ENSELUG00000000033	26867	511.873133	378.730284626388	genic	protein_coding
ENSELUG00000000034	6942	632.425562	467.925932540131	genic	protein_coding
ENSELUG00000000035	14	23.923354	17.7006724625999	genic	Mt_tRNA
ENSELUG00000000036	39130	1289.731546	954.260663468365	genic	protein_coding
ENSELUG00000000037	6	10.18709	7.53733541864685	genic	Mt_tRNA
ENSELUG00000000038	211	359.702397	266.140538375559	genic	Mt_tRNA
ENSELUG00000000044	9	0.070303	0.0520165515311172	genic	protein_coding
ENSELUG00000000046	82.471	2.631454	1.94698892782335	genic	protein_coding
ENSELUG00000000047	30	53.050665	39.2517054710686	genic	snoRNA
ENSELUG00000000048	30	51.142521	37.8398870464667	genic	snoRNA
ENSELUG00000000049	2	0.018181	0.0134519568636792	genic	protein_coding
ENSELUG00000000051	241.053	8.375117	6.19667304396165	genic	protein_coding
ENSELUG00000000052	8.553	0.296728	0.219546353679436	genic	protein_coding
ENSELUG00000000053	34.517	2.571843	1.9028832900366	genic	protein_coding
ENSELUG00000000055	5	0.078198	0.0578579903649959	genic	protein_coding
ENSELUG00000000056	1	0.009378	0.00693869707208537	genic	protein_coding
ENSELUG00000000057	21.685	0.48177	0.356457249778052	genic	protein_coding
