gene_id	est_counts	tpm	fpkm	type	biotype
ENSELUG00000000002	0	0	0	genic	Mt_tRNA
ENSELUG00000000003	44559.537	2300.184241	2269.54202804834	genic	Mt_rRNA
ENSELUG00000000004	0	0	0	genic	Mt_tRNA
ENSELUG00000000005	449839.694	11863.778973	11705.7340498055	genic	Mt_rRNA
ENSELUG00000000006	0	0	0	genic	Mt_tRNA
ENSELUG00000000007	199856.153	9882.324858	9750.67614162383	genic	protein_coding
ENSELUG00000000008	0	0	0	genic	Mt_tRNA
ENSELUG00000000009	0	0	0	genic	Mt_tRNA
ENSELUG00000000010	0	0	0	genic	Mt_tRNA
ENSELUG00000000011	161234.954	7280.054361	7183.07214016169	genic	protein_coding
ENSELUG00000000012	0	0	0	genic	Mt_tRNA
ENSELUG00000000013	0	0	0	genic	Mt_tRNA
ENSELUG00000000014	0	0	0	genic	Mt_tRNA
ENSELUG00000000015	0	0	0	genic	Mt_tRNA
ENSELUG00000000016	0	0	0	genic	Mt_tRNA
ENSELUG00000000017	960233.574	27357.686266	26993.2371781899	genic	protein_coding
ENSELUG00000000018	0	0	0	genic	Mt_tRNA
ENSELUG00000000019	0	0	0	genic	Mt_tRNA
ENSELUG00000000020	639490.179	49592.675387	48932.0199086414	genic	protein_coding
ENSELUG00000000021	0	0	0	genic	Mt_tRNA
ENSELUG00000000022	28122.026	39407.572502	38882.5992381238	genic	protein_coding
ENSELUG00000000023	330330.71	26086.665904	25739.1488844583	genic	protein_coding
ENSELUG00000000024	1092003.454	71269.866865	70320.4357722261	genic	protein_coding
ENSELUG00000000025	0	0	0	genic	Mt_tRNA
ENSELUG00000000026	55083.889	13488.571106	13308.881296429	genic	protein_coding
ENSELUG00000000027	0	0	0	genic	Mt_tRNA
ENSELUG00000000028	44534.499	16230.642914	16014.4242269713	genic	protein_coding
ENSELUG00000000029	276478.722	9004.523551	8884.56858249801	genic	protein_coding
ENSELUG00000000030	0	0	0	genic	Mt_tRNA
ENSELUG00000000031	0	0	0	genic	Mt_tRNA
ENSELUG00000000032	0	0	0	genic	Mt_tRNA
ENSELUG00000000033	124298.901	2921.618765	2882.69802866725	genic	protein_coding
ENSELUG00000000034	67689.567	7923.477544	7817.92387490985	genic	protein_coding
ENSELUG00000000035	0	0	0	genic	Mt_tRNA
ENSELUG00000000036	392655.097	16094.667208	15880.2599395808	genic	protein_coding
ENSELUG00000000037	0	0	0	genic	Mt_tRNA
ENSELUG00000000038	0	0	0	genic	Mt_tRNA
ENSELUG00000000044	139	1.253286	1.23659018241426	genic	protein_coding
ENSELUG00000000046	41	1.45904	1.43960320289998	genic	protein_coding
ENSELUG00000000047	0	0	0	genic	snoRNA
ENSELUG00000000048	0	0	0	genic	snoRNA
ENSELUG00000000049	8	0.089214	0.0880255237303423	genic	protein_coding
ENSELUG00000000051	17.181	0.746982	0.737030979074344	genic	protein_coding
ENSELUG00000000052	29.549	1.276118	1.25911802286319	genic	protein_coding
ENSELUG00000000053	0	0	0	genic	protein_coding
ENSELUG00000000055	6	0.115543	0.11400377842463	genic	protein_coding
ENSELUG00000000056	0	0	0	genic	protein_coding
ENSELUG00000000057	0	0	0	genic	protein_coding
ENSELUG00000000058	5	0.083198	0.0820896666814291	genic	protein_coding
ENSELUG00000000059	501.428	4.135411	4.08032056757032	genic	protein_coding
ENSELUG00000000060	898.067	29.800796	29.4038006981089	genic	protein_coding
ENSELUG00000000062	4	0.584796	0.577005561631685	genic	protein_coding
ENSELUG00000000063	79	1.632669	1.61091918088298	genic	protein_coding
ENSELUG00000000064	2	0.048452	0.0478065401818385	genic	protein_coding
ENSELUG00000000065	454.001	6.548999	6.46175563122926	genic	protein_coding
ENSELUG00000000066	21	0.471264	0.464985993400767	genic	protein_coding
ENSELUG00000000067	473.954	7.503236	7.40328063501646	genic	protein_coding
ENSELUG00000000068	431.247	13.497716	13.3179043654967	genic	protein_coding
ENSELUG00000000069	0	0	0	genic	protein_coding
ENSELUG00000000070	0	0	0	genic	protein_coding
ENSELUG00000000071	46	3.618006	3.56980824769118	genic	protein_coding
ENSELUG00000000072	921.001	3.427562	3.38190127298652	genic	protein_coding
ENSELUG00000000073	0	0	0	genic	protein_coding
ENSELUG00000000074	1	0.015862	0.0156506922390061	genic	protein_coding
ENSELUG00000000075	502	8.904366	8.78574529375045	genic	protein_coding
ENSELUG00000000076	119675.918	4244.307778	4187.76666253295	genic	protein_coding
ENSELUG00000000078	1	29.253186	28.8634857581895	genic	snoRNA
ENSELUG00000000080	339.74	9.161033	9.03899306987634	genic	protein_coding
ENSELUG00000000081	13	0.497538	0.490909980784933	genic	protein_coding
ENSELUG00000000082	858.24	6.479387	6.39307097682618	genic	protein_coding
ENSELUG00000000083	0	0	0	genic	snoRNA
ENSELUG00000000084	0	0	0	genic	snoRNA
ENSELUG00000000085	566.002	7.46469	7.36524813072666	genic	protein_coding
ENSELUG00000000086	111.001	3.653207	3.60454031284722	genic	protein_coding
ENSELUG00000000087	138.358	1.351156	1.33315639407934	genic	protein_coding
ENSELUG00000000089	372	5.869976	5.79177832721926	genic	protein_coding
ENSELUG00000000090	457.991	5.835875	5.75813160826563	genic	protein_coding
ENSELUG00000000091	1	0.080588	0.0795144361465781	genic	protein_coding
ENSELUG00000000092	0	0	0	genic	protein_coding
ENSELUG00000000093	293	6.828452	6.73748586059927	genic	protein_coding
ENSELUG00000000094	244.849	3.457294	3.41123719415977	genic	protein_coding
ENSELUG00000000095	70.831	2.768359	2.73147993418753	genic	protein_coding
ENSELUG00000000096	29	1.140355	1.12516360788121	genic	protein_coding
ENSELUG00000000097	1	0.037457	0.0369580115493917	genic	protein_coding
ENSELUG00000000098	303	6.011491	5.93140811616157	genic	protein_coding
ENSELUG00000000099	89.451	1.924758	1.89911707808378	genic	protein_coding
ENSELUG00000000100	2	0.032199	0.0317700567017877	genic	protein_coding
ENSELUG00000000101	1043	25.585052	25.2442172973753	genic	protein_coding
ENSELUG00000000102	645.466	17.53725	17.303625171385	genic	protein_coding
ENSELUG00000000103	5682.014	100.185688	98.8510509167245	genic	protein_coding
ENSELUG00000000104	0	0	0	genic	protein_coding
ENSELUG00000000105	94.999	0.807735	0.79697464983442	genic	protein_coding
ENSELUG00000000106	244	5.841656	5.76383559589858	genic	protein_coding
ENSELUG00000000107	33	0.205865	0.203122541784327	genic	protein_coding
ENSELUG00000000108	0	0	0	genic	protein_coding
ENSELUG00000000109	815.245	281.270902	277.523913944625	genic	protein_coding
ENSELUG00000000110	56.002	2.145431	2.11685035310951	genic	protein_coding
ENSELUG00000000111	0	0	0	genic	protein_coding
ENSELUG00000000112	306	22.093757	21.7994320520985	genic	protein_coding
ENSELUG00000000113	487	7.922819	7.81727410379207	genic	protein_coding
ENSELUG00000000114	2	3.654218	3.60553784467509	genic	snoRNA
ENSELUG00000000115	10312.804	49.57563	48.915201594051	genic	protein_coding
ENSELUG00000000116	57	0.780292	0.769897235440582	genic	protein_coding
ENSELUG00000000117	0	0	0	genic	protein_coding
ENSELUG00000000121	6	0.180798	0.178389475187733	genic	protein_coding
ENSELUG00000000122	1	0.022312	0.0220147676986952	genic	protein_coding
ENSELUG00000000123	0	0	0	genic	protein_coding
ENSELUG00000000124	20	0.097809	0.0965060242847652	genic	protein_coding
ENSELUG00000000125	7	0.283323	0.279548674645815	genic	protein_coding
ENSELUG00000000126	147	4.692757	4.6302418080596	genic	protein_coding
ENSELUG00000000127	24	0.174581	0.172255295787285	genic	protein_coding
ENSELUG00000000128	7	0.366228	0.361349244566052	genic	protein_coding
ENSELUG00000000129	314.014	5.321879	5.25098287493565	genic	protein_coding
ENSELUG00000000130	538.106	7.848585	7.74402902198206	genic	protein_coding
ENSELUG00000000131	366	6.641445	6.55297009943801	genic	protein_coding
ENSELUG00000000133	259.632	4.902414	4.83710583420721	genic	protein_coding
ENSELUG00000000135	2898.914	43.331392	42.7541470482745	genic	protein_coding
ENSELUG00000000136	0	0	0	genic	protein_coding
ENSELUG00000000138	0	0	0	genic	protein_coding
ENSELUG00000000139	0	0	0	genic	snRNA
ENSELUG00000000140	55	6.212767	6.13000279092505	genic	protein_coding
ENSELUG00000000141	110	1.757609	1.73419477591144	genic	protein_coding
ENSELUG00000000142	0	0	0	genic	protein_coding
ENSELUG00000000143	6	0.068989	0.0680699537811619	genic	protein_coding
ENSELUG00000000144	499	16.658474	16.4365559037627	genic	protein_coding
ENSELUG00000000145	1.786	0.782838	0.77240931856002	genic	protein_coding
