gene_id	est_counts	tpm	fpkm	type	biotype	classification
ENSGACG00000000002	4318.462294	0.765261099894516	0.620136344346096	genic	protein_coding	coding_1
ENSGACG00000000003	2543.78008844073	2.0287371605099	1.64400574722942	genic	protein_coding	coding_3
ENSGACG00000000004	4265.51552	1.95270482400802	1.58239224666488	genic	protein_coding	coding_3
ENSGACG00000000005	4706.5100093	2.47973713689643	2.00947771058293	genic	protein_coding	coding_3
ENSGACG00000000006	22055	5.95098318094102	4.82243374921654	genic	protein_coding	coding_3
ENSGACG00000000007	39039.758677	12.0939877134073	9.80047376012288	genic	protein_coding	coding_2
ENSGACG00000000008	4212.61195	0.906601780565917	0.734673060025274	genic	protein_coding	coding_1
ENSGACG00000000009	228165.959430295	52.6059021669014	42.6296748460199	genic	protein_coding	coding_3
ENSGACG00000000010	282550.960786183	126.737416859868	102.702827040574	genic	protein_coding	coding_3
ENSGACG00000000011	136529	310.575949378919	251.678066370039	genic	protein_coding	coding_1
ENSGACG00000000012	128346	14.1853832402134	11.4952552886158	genic	protein_coding	coding_2
ENSGACG00000000013	99167.00605	9.09093835347381	7.36692519451999	genic	protein_coding	coding_2
ENSGACG00000000014	209278.115017	12.8815326871127	10.4386680457976	genic	protein_coding	coding_2
ENSGACG00000000015	43864	3.68435936594188	2.98565437177905	genic	protein_coding	coding_3
ENSGACG00000000016	463318	666.144454057089	539.816262191207	genic	protein_coding	coding_1
ENSGACG00000000017	79879	13.9311328840314	11.2892211828012	genic	protein_coding	coding_2
ENSGACG00000000018	36091	13.8692381786226	11.2390642411353	genic	protein_coding	coding_2
ENSGACG00000000019	4612.00012736755	0.967116700997162	0.783711880291715	genic	protein_coding	coding_3
ENSGACG00000000020	2.0000000694	0.000751422522280288	0.000608922126174261	genic	protein_coding	coding_1
ENSGACG00000000021	2	0.000997658079532619	0.000808461366236942	genic	protein_coding	coding_1
ENSGACG00000000022	22305.9999009248	2.39044982308963	1.93712291770471	genic	protein_coding	coding_3
ENSGACG00000000023	836	0.276299275242658	0.223901649408387	genic	protein_coding	coding_1
ENSGACG00000000024	174660	11.2175537531209	9.09024746968736	genic	protein_coding	coding_2
ENSGACG00000000025	142608	52.7816421536629	42.7720873545878	genic	protein_coding	coding_3
ENSGACG00000000026	9121.13637452986	3.76896604418657	3.0542161687411	genic	protein_coding	coding_3
ENSGACG00000000027	280915.993281024	32.9559944651221	26.7061920888285	genic	protein_coding	coding_2
ENSGACG00000000028	65708	9.15273721676453	7.41700446964731	genic	protein_coding	coding_2
ENSGACG00000000029	11136	0.966420442928444	0.783147661185956	genic	protein_coding	coding_3
ENSGACG00000000030	72595	22.8586982243725	18.5237555591509	genic	protein_coding	coding_2
ENSGACG00000000031	99785	34.5485816318246	27.9967596921569	genic	protein_coding	coding_2
ENSGACG00000000032	8169	0.751135553771039	0.608689578613314	genic	protein_coding	coding_1
ENSGACG00000000033	39069	109.731858910296	88.9222173351198	genic	protein_coding	coding_3
ENSGACG00000000034	162600	13.1798871658474	10.6804423314465	genic	protein_coding	coding_2
ENSGACG00000000035	94525	8.95786639296614	7.25908911199133	genic	protein_coding	coding_2
ENSGACG00000000036	1400	0.229411735944302	0.185905902309946	genic	protein_coding	coding_1
ENSGACG00000000037	396578.41	11.6349495823116	9.42848800444762	genic	protein_coding	coding_2
ENSGACG00000000038	71442	183.733393560345	148.890039010895	genic	protein_coding	coding_3
ENSGACG00000000039	88797.334	4.92213989175043	3.98870116258484	genic	protein_coding	coding_3
ENSGACG00000000040	6864.53067727599	1.72199851504076	1.39543727524367	genic	protein_coding	coding_3
ENSGACG00000000041	2976.98726	1.43073777951008	1.15941146939984	genic	protein_coding	coding_3
ENSGACG00000000042	441.577117560621	0.235744633344023	0.19103782374581	genic	protein_coding	coding_1
ENSGACG00000000043	83199	14.9764588554585	12.1363106620132	genic	protein_coding	coding_2
ENSGACG00000000045	7861.900823	5.47249064589209	4.43468293903808	genic	protein_coding	coding_3
ENSGACG00000000046	7156.774942	1.46648695516837	1.18838114146231	genic	protein_coding	coding_3
ENSGACG00000000047	9478	3.58237827652292	2.90301306152112	genic	protein_coding	coding_3
ENSGACG00000000048	75886.698	46.0004229779056	37.276864259564	genic	protein_coding	coding_3
