gene_id	est_counts	tpm	fpkm	type	biotype
ENSELUG00000000002	0	0	0	genic	Mt_tRNA
ENSELUG00000000003	2314	161.075714	125.809620130083	genic	Mt_rRNA
ENSELUG00000000004	0	0	0	genic	Mt_tRNA
ENSELUG00000000005	1474	52.679308	41.1456424038925	genic	Mt_rRNA
ENSELUG00000000006	0	0	0	genic	Mt_tRNA
ENSELUG00000000007	3499	233.398577	182.298036011015	genic	protein_coding
ENSELUG00000000008	0	0	0	genic	Mt_tRNA
ENSELUG00000000009	1	2.681466	2.09438288662023	genic	Mt_tRNA
ENSELUG00000000010	0	0	0	genic	Mt_tRNA
ENSELUG00000000011	3842	234.115977	182.858367666484	genic	protein_coding
ENSELUG00000000012	2	5.340946	4.17159341224642	genic	Mt_tRNA
ENSELUG00000000013	1	2.743488	2.1428257217686	genic	Mt_tRNA
ENSELUG00000000014	29	77.484758	60.5201599159228	genic	Mt_tRNA
ENSELUG00000000015	44	123.59033	96.531327305193	genic	Mt_tRNA
ENSELUG00000000016	1	2.681466	2.09438288662023	genic	Mt_tRNA
ENSELUG00000000017	41619	1606.092202	1254.45260995403	genic	protein_coding
ENSELUG00000000018	25	67.036656	52.3595768518591	genic	Mt_tRNA
ENSELUG00000000019	0	0	0	genic	Mt_tRNA
ENSELUG00000000020	17766	1848.523353	1443.80561828531	genic	protein_coding
ENSELUG00000000021	7	18.728202	14.6278288689719	genic	Mt_tRNA
ENSELUG00000000022	308	489.663286	382.455867948587	genic	protein_coding
ENSELUG00000000023	4268	452.086644	353.106297250523	genic	protein_coding
ENSELUG00000000024	27148	2383.240412	1861.45113665232	genic	protein_coding
ENSELUG00000000025	0	0	0	genic	Mt_tRNA
ENSELUG00000000026	750	228.06408	178.131479647621	genic	protein_coding
ENSELUG00000000027	1	2.70819	2.11525590468648	genic	Mt_tRNA
ENSELUG00000000028	320	132.400785	103.41281160346	genic	protein_coding
ENSELUG00000000029	4766	210.059651	164.068960122492	genic	protein_coding
ENSELUG00000000030	0	0	0	genic	Mt_tRNA
ENSELUG00000000031	0	0	0	genic	Mt_tRNA
ENSELUG00000000032	0	0	0	genic	Mt_tRNA
ENSELUG00000000033	1622	51.695986	40.3776100033933	genic	protein_coding
ENSELUG00000000034	1072	166.822998	130.298587453982	genic	protein_coding
ENSELUG00000000035	1	2.681466	2.09438288662023	genic	Mt_tRNA
ENSELUG00000000036	6059	335.477736	262.027871739004	genic	protein_coding
ENSELUG00000000037	0	0	0	genic	Mt_tRNA
ENSELUG00000000038	115	311.441825	243.254409512473	genic	Mt_tRNA
ENSELUG00000000044	4	0.046024	0.0359474548526102	genic	protein_coding
ENSELUG00000000046	8	0.430868	0.336533286490407	genic	protein_coding
ENSELUG00000000047	5	14.644061	11.4378741886053	genic	snoRNA
ENSELUG00000000048	7	18.957328	14.8067897706876	genic	snoRNA
ENSELUG00000000049	0	0	0	genic	protein_coding
ENSELUG00000000051	30.955	1.810238	1.41390250255257	genic	protein_coding
ENSELUG00000000052	0	0	0	genic	protein_coding
ENSELUG00000000053	0	0	0	genic	protein_coding
ENSELUG00000000055	1	0.026136	0.020413755432553	genic	protein_coding
ENSELUG00000000056	0	0	0	genic	protein_coding
ENSELUG00000000057	1	0.037202	0.0290569532293327	genic	protein_coding
ENSELUG00000000058	0	0	0	genic	protein_coding
ENSELUG00000000059	73	0.922712	0.720692420518897	genic	protein_coding
ENSELUG00000000060	75.516	3.390698	2.64833485298618	genic	protein_coding
ENSELUG00000000062	0	0	0	genic	protein_coding
ENSELUG00000000063	68	1.906775	1.48930358566369	genic	protein_coding
ENSELUG00000000064	5	0.164223	0.128267835873896	genic	protein_coding
ENSELUG00000000065	130	2.479596	1.93671052630612	genic	protein_coding
ENSELUG00000000066	75	2.282745	1.78295830061537	genic	protein_coding
ENSELUG00000000067	88	1.921785	1.50102727976542	genic	protein_coding
ENSELUG00000000068	268	11.272471	8.80446380909652	genic	protein_coding
ENSELUG00000000069	1	0.041279	0.0322413303680884	genic	protein_coding
ENSELUG00000000070	0	0	0	genic	protein_coding
ENSELUG00000000071	83	8.756616	6.83943286810457	genic	protein_coding
ENSELUG00000000072	52	0.263811	0.206051929691508	genic	protein_coding
ENSELUG00000000073	0	0	0	genic	protein_coding
ENSELUG00000000074	1	0.021544	0.0168271329598608	genic	protein_coding
ENSELUG00000000075	63	1.313329	1.02578730519129	genic	protein_coding
ENSELUG00000000076	1649	79.092596	61.7759760969438	genic	protein_coding
ENSELUG00000000078	2	7.046226	5.50351753468383	genic	snoRNA
ENSELUG00000000080	2	0.079689	0.0622418027496449	genic	protein_coding
ENSELUG00000000081	108	5.586705	4.36354566665983	genic	protein_coding
ENSELUG00000000082	50	0.513645	0.401186999125869	genic	protein_coding
ENSELUG00000000083	0	0	0	genic	snoRNA
ENSELUG00000000084	1	2.743488	2.1428257217686	genic	snoRNA
ENSELUG00000000085	36	0.640177	0.500015943967918	genic	protein_coding
ENSELUG00000000086	64	2.745048	2.14404417365392	genic	protein_coding
ENSELUG00000000087	39.604	0.552948	0.431884957105883	genic	protein_coding
