1_80077_93336 1- 80077-93336	49.05
1_439703_454534 1+ 439703-454534	42.66
1_513473_523584 1- 513473-523584	43.18
1_524709_530232 1+ 524709-530232	42.18
1_755910_757107 1- 755910-757107	47.58
1_1272363_1282690 1- 1272363-1282690	43.67
1_1374918_1384412 1- 1374918-1384412	43.12
1_2295948_2298260 1- 2295948-2298260	40.99
1_3993725_4013724 1+ 3993725-4013724	39.87
1_5524898_5536043 1- 5524898-5536043	42.10
1_5540253_5551384 1+ 5540253-5551384	41.05
1_5607429_5623940 1- 5607429-5623940	37.92
1_9110822_9126035 1+ 9110822-9126035	41.22
1_21405564_21415414 1- 21405564-21415414	34.01
1_34230325_34232600 1+ 34230325-34232600	33.39
1_34862258_34864463 1- 34862258-34864463	41.80
1_34951362_34959943 1+ 34951362-34959943	37.39
1_34970613_34990612 1- 34970613-34990612	37.91
1_37119827_37128535 1+ 37119827-37128535	34.57
1_41400155_41412447 1+ 41400155-41412447	44.47
1_42885328_42886932 1- 42885328-42886932	37.45
1_44410407_44416662 1+ 44410407-44416662	42.20
1_44437209_44449444 1+ 44437209-44449444	38.63
1_44895733_44910752 1- 44895733-44910752	41.32
1_45560135_45562038 1+ 45560135-45562038	30.83
1_45708902_45712059 1+ 45708902-45712059	33.79
1_45715625_45727580 1- 45715625-45727580	41.14
1_45754621_45767412 1+ 45754621-45767412	35.23
1_45794889_45796989 1+ 45794889-45796989	43.31
1_45838613_45858612 1- 45838613-45858612	41.40
1_56668054_56674371 1- 56668054-56674371	42.40
1_57060361_57068213 1- 57060361-57068213	36.06
1_57109507_57122035 1- 57109507-57122035	39.45
1_57156591_57168067 1- 57156591-57168067	40.23
1_57486984_57489886 1- 57486984-57489886	36.62
1_57782128_57785482 1+ 57782128-57785482	41.64
1_58095104_58113780 1- 58095104-58113780	40.82
1_58165826_58174647 1+ 58165826-58174647	36.19
1_58399773_58406089 1+ 58399773-58406089	41.81
1_58717051_58737050 1+ 58717051-58737050	40.25
1_60210049_60229007 1- 60210049-60229007	39.45
1_63721475_63730785 1+ 63721475-63730785	45.17
1_63907729_63917367 1+ 63907729-63917367	42.28
1_63946045_63950365 1+ 63946045-63950365	42.77
1_63977931_63983742 1+ 63977931-63983742	41.79
1_64004786_64010550 1- 64004786-64010550	40.75
1_64124823_64138890 1- 64124823-64138890	40.85
1_64331780_64338921 1+ 64331780-64338921	38.87
1_64747539_64767538 1- 64747539-64767538	39.88
1_65072051_65079966 1+ 65072051-65079966	40.39
1_65612979_65626166 1+ 65612979-65626166	36.85
1_65784568_65788708 1- 65784568-65788708	43.27
1_65819124_65826930 1- 65819124-65826930	44.74
1_66073317_66093316 1- 66073317-66093316	40.01
1_66132002_66140451 1+ 66132002-66140451	36.33
1_66522627_66525037 1- 66522627-66525037	36.08
1_66527991_66536647 1+ 66527991-66536647	38.20
1_66875797_66895796 1+ 66875797-66895796	42.80
1_68903845_68910731 1- 68903845-68910731	36.63
1_69088302_69106435 1- 69088302-69106435	44.15
1_69433098_69447599 1- 69433098-69447599	37.28
1_69936206_69940863 1+ 69936206-69940863	41.78
1_69989812_69992729 1- 69989812-69992729	35.95
1_70101430_70109279 1- 70101430-70109279	36.66
1_70238676_70247925 1+ 70238676-70247925	40.97
1_70670483_70681970 1- 70670483-70681970	36.07
1_70782542_70784007 1+ 70782542-70784007	49.11
1_70957763_70960463 1+ 70957763-70960463	38.36
1_71130218_71134271 1+ 71130218-71134271	39.15
1_71141045_71144349 1+ 71141045-71144349	49.62
1_72051125_72058292 1+ 72051125-72058292	35.38
1_72863883_72871195 1+ 72863883-72871195	38.32
1_72910072_72921773 1- 72910072-72921773	49.31
1_73503345_73510412 1+ 73503345-73510412	35.47
1_80158289_80176425 1+ 80158289-80176425	40.92
1_80201241_80206379 1+ 80201241-80206379	45.26
1_80342988_80347544 1+ 80342988-80347544	34.50
1_81243754_81258276 1+ 81243754-81258276	42.01
1_81356808_81363562 1+ 81356808-81363562	47.42
1_81784396_81795057 1+ 81784396-81795057	48.62
1_82510367_82511438 1+ 82510367-82511438	63.06
1_82625743_82643193 1+ 82625743-82643193	45.54
1_82651606_82653095 1- 82651606-82653095	46.31
1_82660520_82665760 1+ 82660520-82665760	49.49
1_82679999_82685270 1+ 82679999-82685270	40.72
1_83323467_83333261 1+ 83323467-83333261	42.00
1_83613388_83624834 1+ 83613388-83624834	39.22
1_83657431_83671634 1- 83657431-83671634	40.81
1_85756951_85763118 1+ 85756951-85763118	33.69
1_86083619_86086250 1- 86083619-86086250	39.74
1_86989605_86995201 1+ 86989605-86995201	36.48
1_86996552_87007588 1+ 86996552-87007588	41.52
1_87377733_87381651 1- 87377733-87381651	32.94
1_87416232_87432721 1- 87416232-87432721	38.29
1_96107898_96122655 1+ 96107898-96122655	36.35
1_96553239_96573238 1+ 96553239-96573238	39.95
1_96807885_96816733 1+ 96807885-96816733	36.24
1_97104626_97112363 1- 97104626-97112363	35.45
1_106577880_106580118 1- 106577880-106580118	35.95
1_106739472_106758881 1+ 106739472-106758881	37.83
1_108262119_108264537 1- 108262119-108264537	39.60
1_108404211_108407630 1- 108404211-108407630	38.42
1_108459921_108467496 1+ 108459921-108467496	40.79
1_110654374_110658406 1- 110654374-110658406	38.48
1_113009844_113020853 1+ 113009844-113020853	39.04
