1_501_5485 1- 501-5485	57.59
1_5711_8690 1- 5711-8690	49.97
1_8997_14687 1- 8997-14687	50.55
1_31417_51416 1+ 31417-51416	52.08
1_100869_120868 1+ 100869-120868	41.38
1_202253_221334 1- 202253-221334	50.53
1_304997_324996 1- 304997-324996	54.67
1_345327_365326 1- 345327-365326	46.77
1_404488_420394 1+ 404488-420394	46.36
1_584905_604904 1+ 584905-604904	48.99
1_957689_970643 1- 957689-970643	46.68
1_970744_977688 1- 970744-977688	41.80
1_1101865_1104775 1- 1101865-1104775	48.61
1_1105785_1121864 1- 1105785-1121864	47.54
1_1332183_1351414 1+ 1332183-1351414	49.24
1_1463751_1466962 1- 1463751-1466962	40.88
1_1467612_1469717 1+ 1467612-1469717	44.16
1_1469916_1483750 1- 1469916-1483750	40.19
1_1662677_1672899 1+ 1662677-1672899	46.45
1_1674007_1682870 1- 1674007-1682870	45.33
1_1765260_1767898 1+ 1765260-1767898	38.80
1_1781522_1795215 1+ 1781522-1795215	46.58
1_1795480_1801521 1- 1795480-1801521	46.76
1_2135053_2145356 1- 2135053-2145356	44.71
1_2145457_2155052 1+ 2145457-2155052	39.76
1_2422145_2442144 1+ 2422145-2442144	43.56
1_2579735_2586912 1+ 2579735-2586912	38.42
1_2587222_2590937 1- 2587222-2590937	37.73
1_2591102_2599734 1+ 2591102-2599734	37.41
1_2615613_2627572 1- 2615613-2627572	40.97
1_2629435_2635612 1+ 2629435-2635612	38.36
1_2855693_2875552 1- 2855693-2875552	45.94
1_2922273_2923634 1- 2922273-2923634	48.31
1_2926337_2936158 1- 2926337-2936158	46.21
1_2936269_2941334 1- 2936269-2941334	40.88
1_2960499_2980498 1- 2960499-2980498	47.83
1_2986991_3006990 1+ 2986991-3006990	50.47
1_3572576_3592575 1- 3572576-3592575	44.70
1_3815561_3835560 1+ 3815561-3835560	49.29
1_3999908_4014472 1- 3999908-4014472	47.69
1_4230012_4233625 1- 4230012-4233625	49.92
1_4310490_4314735 1+ 4310490-4314735	49.74
1_4436825_4456824 1- 4436825-4456824	44.64
1_4609963_4629962 1+ 4609963-4629962	42.93
1_4852364_4872363 1+ 4852364-4872363	39.42
1_5164356_5184355 1+ 5164356-5184355	43.09
1_5435760_5455759 1- 5435760-5455759	51.09
1_5626977_5634621 1+ 5626977-5634621	48.07
1_5635663_5646976 1- 5635663-5646976	49.85
1_5682274_5702273 1+ 5682274-5702273	48.52
1_6030973_6048252 1+ 6030973-6048252	44.78
1_6048453_6050972 1- 6048453-6050972	48.65
1_6238665_6241654 1+ 6238665-6241654	39.97
1_6241755_6258664 1- 6241755-6258664	40.72
1_6789621_6809620 1+ 6789621-6809620	40.24
1_7937907_7953760 1+ 7937907-7953760	45.01
1_7954184_7957906 1- 7954184-7957906	43.54
1_8441114_8445190 1- 8441114-8445190	36.23
1_8467095_8487094 1- 8467095-8487094	37.71
1_8508519_8517650 1+ 8508519-8517650	42.14
1_8562847_8582846 1- 8562847-8582846	38.01
1_8627950_8635932 1- 8627950-8635932	34.71
1_8681966_8690265 1+ 8681966-8690265	40.34
1_8690366_8698567 1+ 8690366-8698567	40.12
1_8698796_8701965 1- 8698796-8701965	39.59
1_8758251_8759322 1- 8758251-8759322	47.39
1_8759503_8766927 1- 8759503-8766927	39.07
1_8767389_8778250 1+ 8767389-8778250	40.03
1_8800916_8817712 1+ 8800916-8817712	39.57
1_8818881_8820845 1+ 8818881-8820845	35.22
1_8862775_8882774 1- 8862775-8882774	36.68
1_9004493_9024492 1+ 9004493-9024492	39.75
1_9143819_9157163 1- 9143819-9157163	35.88
1_9157629_9163818 1- 9157629-9163818	36.04
1_9484167_9504166 1- 9484167-9504166	37.55
1_9865689_9885688 1- 9865689-9885688	38.66
1_10046939_10066938 1- 10046939-10066938	32.58
1_10544744_10564743 1- 10544744-10564743	36.01
1_10633191_10640835 1- 10633191-10640835	38.56
1_10756646_10775991 1+ 10756646-10775991	37.00
1_10976668_10996667 1- 10976668-10996667	38.88
1_11122033_11142032 1+ 11122033-11142032	39.16
1_11462529_11473090 1+ 11462529-11473090	41.06
1_11473420_11482528 1- 11473420-11482528	37.67
1_11624667_11644666 1+ 11624667-11644666	40.56
1_11660177_11676679 1- 11660177-11676679	42.79
1_11697793_11717792 1- 11697793-11717792	39.82
1_11731166_11744493 1- 11731166-11744493	40.69
1_12001567_12021566 1+ 12001567-12021566	41.53
1_12213673_12233672 1+ 12213673-12233672	37.89
1_12344944_12364943 1- 12344944-12364943	39.40
1_12438269_12458268 1- 12438269-12458268	43.05
1_12491119_12510182 1- 12491119-12510182	39.48
1_12523443_12530386 1+ 12523443-12530386	45.90
1_12531433_12532936 1- 12531433-12532936	39.56
1_12533156_12543442 1- 12533156-12543442	46.27
1_12781375_12801374 1- 12781375-12801374	42.48
1_13632601_13635536 1- 13632601-13635536	44.31
1_13635637_13652600 1+ 13635637-13652600	41.20
1_13902981_13913274 1- 13902981-13913274	44.95
1_13914040_13916443 1- 13914040-13916443	42.18
1_13916997_13918527 1+ 13916997-13918527	48.27
1_13918628_13922980 1- 13918628-13922980	50.26
1_14027079_14047078 1+ 14027079-14047078	53.77
1_14144687_14164686 1+ 14144687-14164686	49.18
1_14312847_14332846 1+ 14312847-14332846	50.16
1_14392592_14400463 1+ 14392592-14400463	49.02
1_14401247_14408878 1- 14401247-14408878	53.63
1_14409659_14412591 1+ 14409659-14412591	44.15
1_14553670_14573669 1- 14553670-14573669	54.18
1_14862772_14882771 1+ 14862772-14882771	51.28
1_14939069_14945397 1- 14939069-14945397	60.28
1_15147412_15151385 1- 15147412-15151385	47.36
1_15263151_15265337 1- 15263151-15265337	52.40
1_15265438_15268383 1+ 15265438-15268383	43.48
1_15269408_15270830 1+ 15269408-15270830	46.24
1_15270931_15283150 1+ 15270931-15283150	49.52
1_15436972_15440817 1- 15436972-15440817	49.53
