1_73107_77018 1- 73107-77018	51.56
1_100732_102626 1+ 100732-102626	53.67
1_102854_104616 1+ 102854-104616	62.90
1_110580_114554 1- 110580-114554	55.40
1_127187_128423 1+ 127187-128423	42.04
1_129040_130441 1- 129040-130441	50.43
1_130542_131549 1- 130542-131549	63.69
1_131650_133824 1- 131650-133824	53.93
1_456620_460105 1- 456620-460105	51.29
1_460172_462718 1- 460172-462718	49.98
1_618235_619950 1+ 618235-619950	53.61
1_637440_638790 1- 637440-638790	54.48
1_639530_648724 1+ 639530-648724	50.71
1_818084_822721 1- 818084-822721	42.02
1_860847_862975 1+ 860847-862975	53.41
1_932297_933802 1- 932297-933802	55.91
1_1124580_1126480 1- 1124580-1126480	44.03
1_1235715_1236736 1+ 1235715-1236736	46.97
1_1245535_1247062 1- 1245535-1247062	49.08
1_3256070_3267672 1+ 3256070-3267672	41.85
1_4343618_4347083 1+ 4343618-4347083	43.16
1_4476314_4478042 1- 4476314-4478042	40.60
1_7333471_7340358 1- 7333471-7340358	38.47
1_7525679_7527917 1+ 7525679-7527917	37.70
1_8121122_8122551 1- 8121122-8122551	49.16
1_8122707_8127906 1+ 8122707-8127906	47.73
1_8197053_8207545 1+ 8197053-8207545	44.00
1_8264115_8266142 1+ 8264115-8266142	48.82
1_8266243_8270531 1+ 8266243-8270531	47.21
1_8317227_8318937 1+ 8317227-8318937	56.75
1_8826004_8839297 1- 8826004-8839297	43.61
1_11067227_11086451 1+ 11067227-11086451	38.67
1_12385485_12387566 1+ 12385485-12387566	42.80
1_12388972_12390942 1- 12388972-12390942	44.34
1_12391355_12397001 1- 12391355-12397001	41.19
1_12735948_12736954 1+ 12735948-12736954	35.25
1_12821096_12822349 1+ 12821096-12822349	32.93
1_12858843_12863362 1- 12858843-12863362	40.51
1_12907072_12909617 1+ 12907072-12909617	40.38
1_13741251_13744105 1+ 13741251-13744105	41.89
1_13947303_13953563 1+ 13947303-13953563	41.18
1_14534086_14540027 1- 14534086-14540027	39.20
1_14817357_14818876 1- 14817357-14818876	47.17
1_14823675_14826994 1- 14823675-14826994	40.24
1_14999119_15008029 1+ 14999119-15008029	47.55
1_15250025_15257883 1+ 15250025-15257883	47.04
1_15432956_15436825 1- 15432956-15436825	40.78
1_15477163_15484661 1+ 15477163-15484661	41.05
1_15484822_15497162 1- 15484822-15497162	40.10
1_15686694_15690285 1+ 15686694-15690285	35.80
1_15690386_15696811 1+ 15690386-15696811	38.42
1_15717905_15721373 1- 15717905-15721373	45.37
1_15721474_15726625 1+ 15721474-15726625	47.36
1_15891703_15904828 1- 15891703-15904828	47.62
1_19253638_19260332 1- 19253638-19260332	37.15
1_19284069_19285127 1- 19284069-19285127	30.97
1_19285228_19286957 1+ 19285228-19286957	33.41
1_19287498_19291992 1- 19287498-19291992	43.54
1_19292504_19294368 1+ 19292504-19294368	38.71
1_20692096_20698426 1+ 20692096-20698426	47.29
1_20722391_20727741 1+ 20722391-20727741	43.15
1_20752603_20754059 1+ 20752603-20754059	40.70
1_22695261_22715260 1- 22695261-22715260	42.09
1_23369983_23374159 1- 23369983-23374159	40.20
1_23716564_23721332 1+ 23716564-23721332	41.75
1_23725813_23727754 1- 23725813-23727754	42.69
1_23742455_23762454 1- 23742455-23762454	38.69
1_25241103_25243253 1- 25241103-25243253	42.35
1_25767586_25772172 1+ 25767586-25772172	39.18
1_25950783_25954234 1- 25950783-25954234	37.95
1_29308042_29310393 1- 29308042-29310393	42.05
1_30391104_30402650 1- 30391104-30402650	37.99
1_30561648_30566844 1+ 30561648-30566844	39.75
1_30822979_30824126 1- 30822979-30824126	63.41
1_30824227_30826376 1+ 30824227-30826376	57.58
1_30829205_30831905 1- 30829205-30831905	56.61
1_30835340_30836993 1- 30835340-30836993	61.91
1_30839201_30840754 1+ 30839201-30840754	60.88
1_30840855_30842545 1- 30840855-30842545	57.24
1_30853080_30868982 1+ 30853080-30868982	48.38
1_30882955_30886355 1+ 30882955-30886355	50.28
1_30887813_30895062 1- 30887813-30895062	49.70
1_30895163_30900679 1+ 30895163-30900679	48.65
1_30921949_30924533 1+ 30921949-30924533	48.90
1_30924634_30927011 1- 30924634-30927011	47.77
1_30949834_30954166 1+ 30949834-30954166	47.54
1_30982643_30985027 1+ 30982643-30985027	41.30
1_31313531_31317170 1+ 31313531-31317170	37.28
1_32281830_32287355 1- 32281830-32287355	44.37
1_32287780_32291847 1+ 32287780-32291847	47.22
1_32393929_32409200 1+ 32393929-32409200	41.64
1_32692363_32693804 1+ 32692363-32693804	56.59
1_33525433_33526748 1- 33525433-33526748	39.74
1_34744093_34750332 1+ 34744093-34750332	37.88
1_35340562_35342798 1+ 35340562-35342798	44.26
1_35473000_35481170 1+ 35473000-35481170	41.33
1_35701351_35702941 1- 35701351-35702941	39.79
1_36143272_36145348 1+ 36143272-36145348	35.68
1_37029405_37046354 1- 37029405-37046354	43.43
1_37058698_37060142 1- 37058698-37060142	41.52
1_37060243_37063854 1- 37060243-37063854	43.05
1_37163115_37167845 1+ 37163115-37167845	38.45
1_37561128_37567582 1- 37561128-37567582	41.61
1_37582249_37593827 1- 37582249-37593827	44.85
1_38194204_38206113 1- 38194204-38206113	39.14
1_39683615_39694745 1- 39683615-39694745	45.58
1_39695511_39698444 1+ 39695511-39698444	39.71
1_39795287_39797657 1- 39795287-39797657	38.63
1_41302836_41306472 1+ 41302836-41306472	34.95
1_41845945_41856352 1+ 41845945-41856352	41.38
1_42033039_42039342 1- 42033039-42039342	37.23
1_43286062_43304181 1+ 43286062-43304181	32.47
1_44119983_44126539 1+ 44119983-44126539	37.94
1_44790501_44792206 1+ 44790501-44792206	33.53
1_45397759_45406066 1- 45397759-45406066	39.64
1_45614911_45621379 1+ 45614911-45621379	40.78
1_45673852_45675061 1+ 45673852-45675061	54.88
1_45928792_45931674 1+ 45928792-45931674	46.06
1_45959785_45962183 1- 45959785-45962183	37.89
1_45962295_45963855 1+ 45962295-45963855	41.06
1_46114377_46121970 1- 46114377-46121970	41.12
1_46158543_46163310 1+ 46158543-46163310	42.99
1_46163411_46168539 1+ 46163411-46168539	43.97
1_46169240_46174323 1- 46169240-46174323	39.56
1_46351518_46355161 1+ 46351518-46355161	44.05
1_46508994_46510863 1- 46508994-46510863	39.04
1_46601544_46606981 1- 46601544-46606981	39.67
1_47465236_47467694 1- 47465236-47467694	36.15
1_47473879_47478010 1+ 47473879-47478010	37.17
1_48065689_48075460 1- 48065689-48075460	38.29
1_48392992_48398064 1- 48392992-48398064	38.85
1_48705778_48707496 1+ 48705778-48707496	48.81
1_48786482_48787915 1- 48786482-48787915	58.02
1_48824346_48828843 1- 48824346-48828843	42.62
1_48828944_48835519 1- 48828944-48835519	41.76
1_48887999_48894630 1+ 48887999-48894630	40.52
1_49019165_49025660 1- 49019165-49025660	42.63
