KQ012552.1_18680_38679 KQ012552.1- 18680-38679	37.76
KQ012552.1_140006_142032 KQ012552.1- 140006-142032	35.82
KQ012552.1_240567_250687 KQ012552.1+ 240567-250687	39.62
KQ012552.1_429959_449958 KQ012552.1- 429959-449958	38.64
KQ012552.1_494307_500725 KQ012552.1+ 494307-500725	43.37
KQ012552.1_889047_890594 KQ012552.1- 889047-890594	39.21
KQ012552.1_947841_967840 KQ012552.1- 947841-967840	43.28
KQ012552.1_1011628_1012849 KQ012552.1+ 1011628-1012849	31.42
KQ012552.1_1014029_1018951 KQ012552.1- 1014029-1018951	34.86
KQ012552.1_1075966_1082031 KQ012552.1+ 1075966-1082031	38.63
KQ012552.1_1087179_1107178 KQ012552.1- 1087179-1107178	44.45
KQ012552.1_1146858_1166459 KQ012552.1- 1146858-1166459	43.16
KQ012552.1_2372884_2389546 KQ012552.1+ 2372884-2389546	46.42
KQ012552.1_2629162_2649161 KQ012552.1- 2629162-2649161	41.13
KQ012552.1_2791762_2811761 KQ012552.1+ 2791762-2811761	39.71
KQ012552.1_2882011_2902010 KQ012552.1- 2882011-2902010	41.19
KQ012552.1_3120593_3140592 KQ012552.1- 3120593-3140592	40.52
KQ012552.1_3358532_3370793 KQ012552.1+ 3358532-3370793	38.31
KQ012552.1_3900279_3920278 KQ012552.1+ 3900279-3920278	43.87
KQ012552.1_4421525_4439743 KQ012552.1+ 4421525-4439743	40.55
KQ012552.1_5755164_5756801 KQ012552.1+ 5755164-5756801	40.54
KQ012552.1_5781742_5783344 KQ012552.1- 5781742-5783344	38.43
KQ012552.1_6019995_6039994 KQ012552.1+ 6019995-6039994	44.03
KQ012552.1_6564814_6569532 KQ012552.1+ 6564814-6569532	38.46
KQ012552.1_7510847_7512583 KQ012552.1- 7510847-7512583	52.62
KQ012552.1_7515082_7519092 KQ012552.1+ 7515082-7519092	45.67
KQ012552.1_7523611_7539807 KQ012552.1+ 7523611-7539807	48.85
KQ012552.1_7564186_7565316 KQ012552.1- 7564186-7565316	39.35
