2_181874_185239 2- 181874-185239	47.74
2_194248_196952 2- 194248-196952	47.06
2_200764_214537 2+ 200764-214537	44.93
2_235442_236951 2- 235442-236951	41.39
2_284700_287908 2+ 284700-287908	41.79
2_295848_312317 2- 295848-312317	44.01
2_315316_316370 2- 315316-316370	41.99
2_369259_372550 2- 369259-372550	47.27
2_392235_401738 2- 392235-401738	48.78
2_404601_407067 2+ 404601-407067	47.10
2_451569_453256 2- 451569-453256	42.06
2_454422_456554 2+ 454422-456554	41.12
2_481207_482590 2- 481207-482590	40.17
2_485086_498423 2- 485086-498423	48.25
2_501960_512209 2- 501960-512209	45.16
2_678101_685281 2+ 678101-685281	49.87
2_701552_721551 2- 701552-721551	47.15
2_736485_749860 2+ 736485-749860	47.33
2_765590_780027 2- 765590-780027	46.66
2_784380_787418 2- 784380-787418	47.71
2_789999_793090 2- 789999-793090	47.80
2_829399_830714 2- 829399-830714	41.41
2_887646_889358 2- 887646-889358	41.91
2_905739_916285 2+ 905739-916285	48.90
2_1058291_1062715 2- 1058291-1062715	38.80
2_1119130_1122586 2+ 1119130-1122586	44.72
2_1176675_1181306 2+ 1176675-1181306	49.98
2_1280349_1300065 2- 1280349-1300065	47.05
2_1407627_1427626 2+ 1407627-1427626	48.27
2_1443170_1444463 2+ 1443170-1444463	46.60
2_1446108_1465357 2+ 1446108-1465357	45.74
2_1488687_1491338 2- 1488687-1491338	44.68
2_1497663_1499846 2+ 1497663-1499846	45.38
2_1519998_1522799 2- 1519998-1522799	47.68
2_1531440_1532825 2+ 1531440-1532825	40.69
2_1634974_1636262 2- 1634974-1636262	42.13
2_1638753_1642639 2- 1638753-1642639	43.84
2_1873326_1883498 2- 1873326-1883498	47.20
2_1930673_1950672 2+ 1930673-1950672	45.87
2_1962551_1982550 2+ 1962551-1982550	45.88
2_2006809_2026808 2- 2006809-2026808	47.05
2_2036686_2056685 2+ 2036686-2056685	45.23
2_2195101_2206052 2+ 2195101-2206052	49.21
2_2219867_2239866 2+ 2219867-2239866	47.12
2_2262082_2282081 2- 2262082-2282081	46.74
2_2302207_2317666 2- 2302207-2317666	48.22
2_2320799_2329906 2+ 2320799-2329906	47.16
2_2342761_2355773 2- 2342761-2355773	47.41
2_2379438_2385566 2+ 2379438-2385566	45.96
2_2409589_2412072 2+ 2409589-2412072	56.64
2_2484025_2485644 2- 2484025-2485644	45.74
2_2535906_2555905 2+ 2535906-2555905	48.92
2_2658798_2667534 2- 2658798-2667534	42.93
2_2699150_2711208 2+ 2699150-2711208	46.80
2_2785368_2790984 2- 2785368-2790984	50.20
2_2799370_2800924 2- 2799370-2800924	44.57
2_2803617_2822187 2- 2803617-2822187	48.65
2_2823976_2831209 2+ 2823976-2831209	45.89
2_2849163_2850745 2- 2849163-2850745	43.27
2_2853447_2862619 2- 2853447-2862619	45.35
2_2865710_2867106 2- 2865710-2867106	47.53
2_2868881_2870944 2+ 2868881-2870944	45.69
2_2895496_2901972 2- 2895496-2901972	48.93
2_2913461_2914788 2- 2913461-2914788	41.57
2_2918670_2920959 2+ 2918670-2920959	42.45
2_3199659_3200805 2- 3199659-3200805	47.95
2_3296252_3297736 2+ 3296252-3297736	39.87
2_3304452_3306094 2- 3304452-3306094	38.28
2_3356707_3360837 2- 3356707-3360837	43.50
2_3391465_3402079 2- 3391465-3402079	44.59
2_3405465_3409701 2- 3405465-3409701	49.04
2_3435125_3438051 2- 3435125-3438051	47.01
2_3447445_3449245 2- 3447445-3449245	49.86
2_3527604_3546049 2+ 3527604-3546049	45.53
2_3548217_3553916 2+ 3548217-3553916	47.30
2_3556248_3558109 2- 3556248-3558109	44.68
2_3562057_3564161 2+ 3562057-3564161	42.28
2_3635363_3636602 2- 3635363-3636602	43.23
2_3639835_3643995 2- 3639835-3643995	42.18
2_3656169_3676139 2+ 3656169-3676139	45.24
2_3685576_3688020 2- 3685576-3688020	45.19
2_3690334_3708042 2+ 3690334-3708042	44.38
2_3738193_3750505 2- 3738193-3750505	44.54
2_3772840_3774244 2- 3772840-3774244	42.21
2_3843419_3844771 2- 3843419-3844771	46.56
2_3898444_3906253 2- 3898444-3906253	48.04
2_3907327_3916470 2- 3907327-3916470	49.02
2_3931375_3951374 2- 3931375-3951374	48.91
2_4073123_4093122 2+ 4073123-4093122	42.01
2_4193762_4194840 2- 4193762-4194840	35.77
2_4228101_4243007 2- 4228101-4243007	42.50
2_4243108_4248068 2+ 4243108-4248068	40.66
2_4283859_4285678 2- 4283859-4285678	43.46
2_4296457_4300027 2+ 4296457-4300027	46.04
2_4301312_4316456 2+ 4301312-4316456	44.81
2_4327023_4332586 2+ 4327023-4332586	44.28
2_4514608_4531025 2- 4514608-4531025	47.86
2_4591782_4611781 2- 4591782-4611781	45.12
2_4641732_4649453 2+ 4641732-4649453	45.44
2_4707905_4712645 2+ 4707905-4712645	39.57
2_4853069_4873068 2- 4853069-4873068	45.91
2_4908235_4917137 2+ 4908235-4917137	48.60
2_4921261_4926469 2+ 4921261-4926469	47.01
2_4932105_4934896 2+ 4932105-4934896	36.46
2_4973993_4975636 2- 4973993-4975636	36.25
2_4993976_4995580 2+ 4993976-4995580	38.50
2_5083715_5085013 2- 5083715-5085013	35.72
2_5276183_5280782 2+ 5276183-5280782	45.89
2_5304336_5307562 2+ 5304336-5307562	43.88
2_5317304_5326470 2+ 5317304-5326470	47.52
2_5336453_5340743 2- 5336453-5340743	42.53
2_5404664_5405794 2- 5404664-5405794	38.28
2_5409420_5413113 2+ 5409420-5413113	44.29
2_5522355_5523405 2+ 5522355-5523405	35.78
2_5567461_5570348 2+ 5567461-5570348	40.72
2_5574168_5585428 2+ 5574168-5585428	46.08
2_5619363_5621850 2+ 5619363-5621850	41.32
2_5703911_5706790 2- 5703911-5706790	34.17
2_5710227_5712131 2- 5710227-5712131	49.61
2_5718494_5728707 2+ 5718494-5728707	45.68
2_5748459_5755557 2- 5748459-5755557	45.36
2_5769973_5774413 2+ 5769973-5774413	47.44
2_5821049_5832367 2+ 5821049-5832367	46.91
2_5836250_5839482 2+ 5836250-5839482	44.48
2_5841681_5851173 2+ 5841681-5851173	46.50
2_5877836_5893896 2+ 5877836-5893896	47.08
2_6020617_6024647 2- 6020617-6024647	45.15
2_6031471_6037558 2- 6031471-6037558	44.15
2_6056417_6058084 2- 6056417-6058084	41.97
2_6081439_6095449 2- 6081439-6095449	46.92
2_6095602_6101438 2+ 6095602-6101438	46.22
2_6133296_6134504 2+ 6133296-6134504	37.80
2_6136201_6137547 2+ 6136201-6137547	24.50
2_6148219_6152192 2+ 6148219-6152192	45.07
2_6152360_6168218 2+ 6152360-6168218	43.65
2_6178788_6182077 2+ 6178788-6182077	43.37
2_6182271_6191121 2+ 6182271-6191121	42.68
2_6193257_6209387 2+ 6193257-6209387	41.28
2_6211218_6212239 2+ 6211218-6212239	33.46
2_6263713_6265548 2+ 6263713-6265548	37.69
2_6376791_6378778 2+ 6376791-6378778	18.31
2_6520276_6527493 2+ 6520276-6527493	44.11
2_6534793_6536105 2+ 6534793-6536105	44.55
2_6542826_6551471 2- 6542826-6551471	41.89
2_6628352_6638046 2- 6628352-6638046	42.65
2_6769866_6779426 2- 6769866-6779426	44.51
2_6794081_6800468 2+ 6794081-6800468	45.80
2_6949542_6954686 2+ 6949542-6954686	40.95
2_6985741_6998935 2+ 6985741-6998935	45.86
2_6999029_7005740 2+ 6999029-7005740	45.46
2_7164099_7184098 2+ 7164099-7184098	49.23
2_7213221_7230957 2+ 7213221-7230957	47.20
2_7401962_7405984 2+ 7401962-7405984	43.45
2_7501841_7503236 2+ 7501841-7503236	29.08
2_7769590_7789589 2- 7769590-7789589	42.52
2_7823276_7829912 2+ 7823276-7829912	41.95
2_7832853_7835383 2+ 7832853-7835383	38.84
2_7839413_7840488 2+ 7839413-7840488	40.52
