gene_id	est_counts	tpm	fpkm	type	biotype
ENSELUG00000000002	0	0	0	genic	Mt_tRNA
ENSELUG00000000003	14433.01	915.205155	807.758342689359	genic	Mt_rRNA
ENSELUG00000000004	0	0	0	genic	Mt_tRNA
ENSELUG00000000005	103029.173	3322.607776	2932.52735289558	genic	Mt_rRNA
ENSELUG00000000006	0	0	0	genic	Mt_tRNA
ENSELUG00000000007	67073.835	4073.257875	3595.04971369657	genic	protein_coding
ENSELUG00000000008	0	0	0	genic	Mt_tRNA
ENSELUG00000000009	0	0	0	genic	Mt_tRNA
ENSELUG00000000010	0	0	0	genic	Mt_tRNA
ENSELUG00000000011	57494.647	3187.784945	2813.53297668356	genic	protein_coding
ENSELUG00000000012	0	0	0	genic	Mt_tRNA
ENSELUG00000000013	0	0	0	genic	Mt_tRNA
ENSELUG00000000014	0	0	0	genic	Mt_tRNA
ENSELUG00000000015	0	0	0	genic	Mt_tRNA
ENSELUG00000000016	0	0	0	genic	Mt_tRNA
ENSELUG00000000017	490196.789	17085.699932	15079.8065169989	genic	protein_coding
ENSELUG00000000018	0	0	0	genic	Mt_tRNA
ENSELUG00000000019	0	0	0	genic	Mt_tRNA
ENSELUG00000000020	260980.146	24969.35037	22037.9015160826	genic	protein_coding
ENSELUG00000000021	0	0	0	genic	Mt_tRNA
ENSELUG00000000022	12614.323	27585.195853	24346.6418029307	genic	protein_coding
ENSELUG00000000023	100855.664	9828.133831	8674.29237224717	genic	protein_coding
ENSELUG00000000024	323712.281	26012.998329	22959.0232351938	genic	protein_coding
ENSELUG00000000025	0	0	0	genic	Mt_tRNA
ENSELUG00000000026	15049.921	4665.609584	4117.85821421366	genic	protein_coding
ENSELUG00000000027	0	0	0	genic	Mt_tRNA
ENSELUG00000000028	11767.115	5531.601115	4882.18070523327	genic	protein_coding
ENSELUG00000000029	92571.34	3691.755296	3258.33625741719	genic	protein_coding
ENSELUG00000000030	0	0	0	genic	Mt_tRNA
ENSELUG00000000031	0	0	0	genic	Mt_tRNA
ENSELUG00000000032	0	0	0	genic	Mt_tRNA
ENSELUG00000000033	53771.454	1544.480286	1363.15538578424	genic	protein_coding
ENSELUG00000000034	33226.869	4827.680674	4260.90185239799	genic	protein_coding
ENSELUG00000000035	0	0	0	genic	Mt_tRNA
ENSELUG00000000036	138803.221	6979.906432	6160.45224487303	genic	protein_coding
ENSELUG00000000037	0	0	0	genic	Mt_tRNA
ENSELUG00000000038	0	0	0	genic	Mt_tRNA
ENSELUG00000000044	26	0.27775	0.245141625848873	genic	protein_coding
ENSELUG00000000046	63	2.740502	2.41876189350886	genic	protein_coding
ENSELUG00000000047	0	0	0	genic	snoRNA
ENSELUG00000000048	0	0	0	genic	snoRNA
ENSELUG00000000049	6	0.081539	0.071966167525081	genic	protein_coding
ENSELUG00000000051	75.449	4.026587	3.55385808749572	genic	protein_coding
ENSELUG00000000052	1.053	0.05581	0.04925780067912	genic	protein_coding
ENSELUG00000000053	13	1.523359	1.34451377861931	genic	protein_coding
ENSELUG00000000055	26	0.611261	0.539497805069335	genic	protein_coding
ENSELUG00000000056	2	0.024503	0.0216263015595857	genic	protein_coding
ENSELUG00000000057	10.007	0.331108	0.292235295955243	genic	protein_coding
ENSELUG00000000058	28	0.670689	0.591948845720809	genic	protein_coding
ENSELUG00000000059	1489	15.875633	14.0118037263727	genic	protein_coding
ENSELUG00000000060	1249.978	50.797057	44.8333866474091	genic	protein_coding
ENSELUG00000000062	34.877	6.358034	5.61158880994568	genic	protein_coding
ENSELUG00000000063	133	3.356765	2.96267445433876	genic	protein_coding
ENSELUG00000000064	1624	48.085493	42.4401653780903	genic	protein_coding
ENSELUG00000000065	68.999	1.17448	1.0365938316003	genic	protein_coding
ENSELUG00000000066	81	2.220758	1.9600368199348	genic	protein_coding
ENSELUG00000000067	552.376	10.493116	9.26120437969692	genic	protein_coding
ENSELUG00000000068	1541.938	59.473689	52.4913656766524	genic	protein_coding
ENSELUG00000000069	0	0	0	genic	protein_coding
ENSELUG00000000070	0	0	0	genic	protein_coding
ENSELUG00000000071	81	7.861227	6.9383041150209	genic	protein_coding
ENSELUG00000000072	987	4.513483	3.98359157825832	genic	protein_coding
ENSELUG00000000073	0	0	0	genic	protein_coding
ENSELUG00000000074	10	0.169934	0.14998342771198	genic	protein_coding
ENSELUG00000000075	1204.002	23.83594	21.0375556624165	genic	protein_coding
ENSELUG00000000076	33652.622	1462.375475	1290.68983453832	genic	protein_coding
ENSELUG00000000078	1	31.016672	27.3752561746218	genic	snoRNA
ENSELUG00000000080	660.999	21.712952	19.1638104599767	genic	protein_coding
ENSELUG00000000081	44	2.064664	1.8222685501049	genic	protein_coding
ENSELUG00000000082	1891	17.391036	15.349295554406	genic	protein_coding
ENSELUG00000000083	0	0	0	genic	snoRNA
ENSELUG00000000084	0	0	0	genic	snoRNA
ENSELUG00000000085	643	10.389879	9.17008759831885	genic	protein_coding
ENSELUG00000000086	297	11.970631	10.5652563304299	genic	protein_coding
ENSELUG00000000087	1223.811	14.785966	13.050065688519	genic	protein_coding
ENSELUG00000000089	507.999	9.52543	8.40712654224888	genic	protein_coding
ENSELUG00000000090	1650	25.630764	22.6216639377453	genic	protein_coding
ENSELUG00000000091	904	89.895485	79.3415854162843	genic	protein_coding
ENSELUG00000000092	1	0.030512	0.0269298336198049	genic	protein_coding
ENSELUG00000000093	181.999	5.045978	4.45357066036955	genic	protein_coding
ENSELUG00000000094	277	4.807957	4.24349377494678	genic	protein_coding
ENSELUG00000000095	215.442	10.325847	9.11357307595574	genic	protein_coding
ENSELUG00000000096	117	5.623441	4.9632384144202	genic	protein_coding
ENSELUG00000000097	16	0.734658	0.648407764402813	genic	protein_coding
ENSELUG00000000098	923	22.359347	19.7343174671435	genic	protein_coding
ENSELUG00000000099	774.468	20.355149	17.9654160945313	genic	protein_coding
ENSELUG00000000100	0	0	0	genic	protein_coding
ENSELUG00000000101	1808	40.851745	36.0556730443332	genic	protein_coding
ENSELUG00000000102	1015	33.727581	29.7678993421766	genic	protein_coding
ENSELUG00000000103	9316.459	201.269549	177.640124125038	genic	protein_coding
ENSELUG00000000104	0	0	0	genic	protein_coding
ENSELUG00000000105	7	0.076557	0.0675690637267764	genic	protein_coding
ENSELUG00000000106	0	0	0	genic	protein_coding
ENSELUG00000000107	17	0.129097	0.11394076857682	genic	protein_coding
ENSELUG00000000108	8	0.160411	0.141578445883145	genic	protein_coding
ENSELUG00000000109	885.585	392.914152	346.785289074027	genic	protein_coding
ENSELUG00000000110	50	2.348553	2.07282844576867	genic	protein_coding
ENSELUG00000000111	0	0	0	genic	protein_coding
ENSELUG00000000112	215	19.134543	16.8881115423768	genic	protein_coding
ENSELUG00000000113	188	3.731464	3.293383084632	genic	protein_coding
ENSELUG00000000114	6	14.349272	12.6646403882186	genic	snoRNA
ENSELUG00000000115	21	0.122848	0.108425412969513	genic	protein_coding
ENSELUG00000000116	13	0.216993	0.191517612305398	genic	protein_coding
