gene_id	est_counts	tpm	fpkm	type	biotype
ENSELUG00000000002	0	0	0	genic	Mt_tRNA
ENSELUG00000000003	2516	336.793249	218.419771475324	genic	Mt_rRNA
ENSELUG00000000004	0	0	0	genic	Mt_tRNA
ENSELUG00000000005	3408	234.145656	151.849957881608	genic	Mt_rRNA
ENSELUG00000000006	1	5.361629	3.47716524720326	genic	Mt_tRNA
ENSELUG00000000007	4595	589.423381	382.257425178475	genic	protein_coding
ENSELUG00000000008	0	0	0	genic	Mt_tRNA
ENSELUG00000000009	0	0	0	genic	Mt_tRNA
ENSELUG00000000010	2	10.718562	6.95128500804391	genic	Mt_tRNA
ENSELUG00000000011	6649	779.319477	505.410315016765	genic	protein_coding
ENSELUG00000000012	1	5.329441	3.45629043565308	genic	Mt_tRNA
ENSELUG00000000013	4	21.437124	13.9025700160878	genic	Mt_tRNA
ENSELUG00000000014	65	347.378496	225.284598004997	genic	Mt_tRNA
ENSELUG00000000015	58	314.809927	204.162976893589	genic	Mt_tRNA
ENSELUG00000000016	7	37.242192	24.1525953683239	genic	Mt_tRNA
ENSELUG00000000017	63559	4715.493549	3058.12847028281	genic	protein_coding
ENSELUG00000000018	29	154.28908	100.060751499024	genic	Mt_tRNA
ENSELUG00000000019	0	0	0	genic	Mt_tRNA
ENSELUG00000000020	20271	4057.247795	2631.2378256806	genic	protein_coding
ENSELUG00000000021	11	58.889085	38.1912064041728	genic	Mt_tRNA
ENSELUG00000000022	657	1965.828968	1274.89465785026	genic	protein_coding
ENSELUG00000000023	6100	1242.977025	806.105106191064	genic	protein_coding
ENSELUG00000000024	30085	5079.582914	3294.25053073389	genic	protein_coding
ENSELUG00000000025	1	5.320313	3.45037067425659	genic	Mt_tRNA
ENSELUG00000000026	895	525.290496	340.665468904574	genic	protein_coding
ENSELUG00000000027	2	10.660783	6.91381372257858	genic	Mt_tRNA
ENSELUG00000000028	904	722.89294	468.816139351788	genic	protein_coding
ENSELUG00000000029	7539	638.890134	414.337987713404	genic	protein_coding
ENSELUG00000000030	0	0	0	genic	Mt_tRNA
ENSELUG00000000031	3	16.077843	10.4269275120659	genic	Mt_tRNA
ENSELUG00000000032	1	5.344285	3.46591718172773	genic	Mt_tRNA
ENSELUG00000000033	6202	379.965886	246.418425057383	genic	protein_coding
ENSELUG00000000034	1701	509.554902	330.46049936996	genic	protein_coding
ENSELUG00000000035	1	5.320313	3.45037067425659	genic	Mt_tRNA
ENSELUG00000000036	8891	946.77216	614.00802848753	genic	protein_coding
ENSELUG00000000037	1	5.344285	3.46591718172773	genic	Mt_tRNA
ENSELUG00000000038	111	591.67346	383.716663872958	genic	Mt_tRNA
ENSELUG00000000044	24	0.530574	0.344091967920499	genic	protein_coding
ENSELUG00000000046	28	2.574754	1.66979944507491	genic	protein_coding
ENSELUG00000000047	8	44.663682	28.9656376564917	genic	snoRNA
ENSELUG00000000048	16	85.286264	55.3105097806287	genic	snoRNA
ENSELUG00000000049	3	0.087405	0.0566845688934838	genic	protein_coding
ENSELUG00000000051	34.715	3.892812	2.5245966478277	genic	protein_coding
ENSELUG00000000052	5.072	0.568772	0.368864431310389	genic	protein_coding
ENSELUG00000000053	6.348	1.548005	1.00392421566223	genic	protein_coding
ENSELUG00000000055	84	4.219655	2.73656340660412	genic	protein_coding
ENSELUG00000000056	2	0.06012	0.0389894889523053	genic	protein_coding
ENSELUG00000000057	202.916	14.437126	9.36287699068596	genic	protein_coding
ENSELUG00000000058	5	0.217136	0.140818723771586	genic	protein_coding
ENSELUG00000000059	462	9.536407	6.18462467350611	genic	protein_coding
ENSELUG00000000060	511	44.11666	28.6108787039689	genic	protein_coding
ENSELUG00000000062	3	1.11089	0.720443003696381	genic	protein_coding
ENSELUG00000000063	92	4.958478	3.21571063208997	genic	protein_coding
ENSELUG00000000064	26	1.641551	1.06459139353203	genic	protein_coding
ENSELUG00000000065	264	9.809649	6.36182969579995	genic	protein_coding
ENSELUG00000000066	44	2.519276	1.63382042198616	genic	protein_coding
ENSELUG00000000067	352	14.811408	9.60560925788568	genic	protein_coding
ENSELUG00000000068	635.032	51.980031	33.7104930874083	genic	protein_coding
ENSELUG00000000069	72	5.714305	3.70588542361282	genic	protein_coding
ENSELUG00000000070	1	0.382489	0.248054734528914	genic	protein_coding
ENSELUG00000000071	56	11.365331	7.37073265907839	genic	protein_coding
ENSELUG00000000072	415	3.966839	2.57260521234321	genic	protein_coding
ENSELUG00000000073	0	0	0	genic	protein_coding
ENSELUG00000000074	12	0.457744	0.296859691134133	genic	protein_coding
ENSELUG00000000075	399	16.643514	10.7937808587914	genic	protein_coding
ENSELUG00000000076	8648	797.612548	517.273879382337	genic	protein_coding
ENSELUG00000000078	0	0	0	genic	snoRNA
ENSELUG00000000080	607	40.921674	26.5388415890359	genic	protein_coding
ENSELUG00000000081	282	28.052936	18.1931077553514	genic	protein_coding
ENSELUG00000000082	500	9.868773	6.40017325110294	genic	protein_coding
ENSELUG00000000083	2	10.790374	6.99785708357023	genic	snoRNA
ENSELUG00000000084	2	10.718562	6.95128500804391	genic	snoRNA
ENSELUG00000000085	432	14.108634	9.14984080963272	genic	protein_coding
ENSELUG00000000086	72	5.940343	3.85247734150706	genic	protein_coding
ENSELUG00000000087	256.324	7.037314	4.56389348730711	genic	protein_coding
ENSELUG00000000089	477.001	18.83349	12.2140410892939	genic	protein_coding
ENSELUG00000000090	351	11.681463	7.57575303701369	genic	protein_coding
ENSELUG00000000091	25	5.198479	3.37135794310199	genic	protein_coding
ENSELUG00000000092	0	0	0	genic	protein_coding
ENSELUG00000000093	99.001	6.391708	4.14520007405791	genic	protein_coding
ENSELUG00000000094	200	7.470099	4.84456657407064	genic	protein_coding
ENSELUG00000000095	4	0.406295	0.263493586391831	genic	protein_coding
ENSELUG00000000096	13	1.328453	0.861538648821638	genic	protein_coding
ENSELUG00000000097	6	0.584245	0.378899101346301	genic	protein_coding
ENSELUG00000000098	212	10.970664	7.11478015348393	genic	protein_coding
ENSELUG00000000099	29	1.627075	1.05520330567319	genic	protein_coding
ENSELUG00000000100	12	0.50426	0.327026608434622	genic	protein_coding
ENSELUG00000000101	1015	49.018077	31.7895836935255	genic	protein_coding
ENSELUG00000000102	211	14.932288	9.68400329355691	genic	protein_coding
ENSELUG00000000103	2342	108.619837	70.4429796193064	genic	protein_coding
ENSELUG00000000104	0	0	0	genic	protein_coding
ENSELUG00000000105	521	10.964904	7.1110446335843	genic	protein_coding
ENSELUG00000000106	43	2.683091	1.74005899704807	genic	protein_coding
ENSELUG00000000107	6	0.09788	0.0634778971831611	genic	protein_coding
ENSELUG00000000108	178	6.162319	3.99643493963874	genic	protein_coding
ENSELUG00000000109	208.3	160.071808	103.811011137584	genic	protein_coding
ENSELUG00000000110	62	6.173731	4.00383593843986	genic	protein_coding
ENSELUG00000000111	21	0.606251	0.393170603240587	genic	protein_coding
ENSELUG00000000112	65	12.125069	7.86344384267198	genic	protein_coding
ENSELUG00000000113	203	8.619809	5.59018542542386	genic	protein_coding
ENSELUG00000000114	0	0	0	genic	snoRNA
ENSELUG00000000115	2054	25.827693	16.7499758963246	genic	protein_coding
ENSELUG00000000116	112	3.986826	2.58556733668935	genic	protein_coding
ENSELUG00000000117	31	1.136657	0.737153618497347	genic	protein_coding
ENSELUG00000000121	3	0.23533	0.152618037843413	genic	protein_coding
ENSELUG00000000122	58	3.373772	2.18798479909509	genic	protein_coding
ENSELUG00000000123	0	0	0	genic	protein_coding
ENSELUG00000000124	3248	41.548192	26.9451559043956	genic	protein_coding
ENSELUG00000000125	7.34	0.771832	0.500554478327274	genic	protein_coding
ENSELUG00000000126	92	7.643017	4.95670869733503	genic	protein_coding
ENSELUG00000000127	94	1.787737	1.15939707270671	genic	protein_coding
ENSELUG00000000128	12	1.627807	1.05567802799377	genic	protein_coding
ENSELUG00000000129	236	10.844002	7.03263633030235	genic	protein_coding
ENSELUG00000000130	461	17.671408	11.4603986524897	genic	protein_coding
ENSELUG00000000131	710	33.615257	21.8004273358351	genic	protein_coding
ENSELUG00000000133	228	11.306256	7.33242088163566	genic	protein_coding
ENSELUG00000000135	1335.001	53.239411	34.5272359782392	genic	protein_coding
ENSELUG00000000136	0	0	0	genic	protein_coding
ENSELUG00000000138	0	0	0	genic	protein_coding
ENSELUG00000000139	0	0	0	genic	snRNA
ENSELUG00000000140	2	0.57885	0.375400294079207	genic	protein_coding
ENSELUG00000000141	89	4.263854	2.76522768508388	genic	protein_coding
ENSELUG00000000142	55	8.354332	5.41801622118913	genic	protein_coding
ENSELUG00000000143	70	2.213719	1.43565822511657	genic	protein_coding
ENSELUG00000000144	251	21.799927	14.1378578331264	genic	protein_coding
ENSELUG00000000145	0	0	0	genic	protein_coding
ENSELUG00000000147	52	2.789259	1.80891189230902	genic	protein_coding
ENSELUG00000000148	350.999	14.484065	9.39331823522908	genic	protein_coding
ENSELUG00000000149	703	11.937503	7.74180208477397	genic	protein_coding
ENSELUG00000000150	207	6.113583	3.96482829071027	genic	protein_coding
ENSELUG00000000151	136.061	12.236981	7.93602188138839	genic	protein_coding
ENSELUG00000000152	390	23.209528	15.0520232126451	genic	protein_coding
ENSELUG00000000153	46	28.02867	18.1773705807187	genic	protein_coding
ENSELUG00000000154	2	0.095225	0.061756055979429	genic	protein_coding
ENSELUG00000000155	336.35	32.622612	21.1566694971614	genic	protein_coding
ENSELUG00000000156	105	10.06939	6.53027894480129	genic	protein_coding
ENSELUG00000000157	9	1.119668	0.726135780376743	genic	protein_coding
ENSELUG00000000158	2230.999	118.830271	77.0647295135387	genic	protein_coding
ENSELUG00000000159	4	0.583984	0.378729835600849	genic	protein_coding
ENSELUG00000000160	124	14.330635	9.29381462095841	genic	protein_coding
ENSELUG00000000161	134	4.625011	2.99944802542898	genic	protein_coding
ENSELUG00000000162	150	4.150422	2.69166388417174	genic	protein_coding
ENSELUG00000000163	1	0.170259	0.11041768794961	genic	protein_coding
ENSELUG00000000164	33.464	1.915736	1.24240797750389	genic	protein_coding
ENSELUG00000000168	25208.896	1047.776363	679.512058045162	genic	protein_coding
ENSELUG00000000169	872.001	15.915103	10.3213861043463	genic	protein_coding
ENSELUG00000000170	144	8.136889	5.27699839939512	genic	protein_coding
ENSELUG00000000171	906	51.143748	33.1681403463986	genic	protein_coding
ENSELUG00000000172	269.999	4.470534	2.89926540259323	genic	protein_coding
ENSELUG00000000173	148	24.946917	16.1787682096736	genic	protein_coding
ENSELUG00000000174	3795	154.224549	100.018901354121	genic	protein_coding
ENSELUG00000000175	1152.332	37.391766	24.2495982595507	genic	protein_coding
ENSELUG00000000176	2323	186.263279	120.796907165513	genic	protein_coding
ENSELUG00000000177	1220	24.857974	16.1210862050847	genic	protein_coding
ENSELUG00000000179	118.971	6.423109	4.16556449426069	genic	protein_coding
ENSELUG00000000180	31	7.297154	4.73240694055673	genic	protein_coding
ENSELUG00000000181	352	9.526927	6.17847663033798	genic	protein_coding
ENSELUG00000000185	100	5.149993	3.3399134261136	genic	protein_coding
ENSELUG00000000186	1	0.07441	0.0482569506477218	genic	protein_coding
ENSELUG00000000187	6990.556	541.924463	351.453058268837	genic	protein_coding
ENSELUG00000000188	61	3.816338	2.47500113588262	genic	protein_coding
ENSELUG00000000189	779.511	20.472889	13.2772368510857	genic	protein_coding
ENSELUG00000000190	23	1.359742	0.881830433915262	genic	protein_coding
ENSELUG00000000191	0	0	0	genic	protein_coding
