gene_id	est_counts	tpm	fpkm	type	biotype
ENSELUG00000000002	0	0	0	genic	Mt_tRNA
ENSELUG00000000003	1329.161	57.491622	42.5364301122593	genic	Mt_rRNA
ENSELUG00000000004	0	0	0	genic	Mt_tRNA
ENSELUG00000000005	6558.608	146.217238	108.182011726762	genic	Mt_rRNA
ENSELUG00000000006	0	0	0	genic	Mt_tRNA
ENSELUG00000000007	14533.358	602.602553	445.848638279043	genic	protein_coding
ENSELUG00000000008	0	0	0	genic	Mt_tRNA
ENSELUG00000000009	0	0	0	genic	Mt_tRNA
ENSELUG00000000010	0	0	0	genic	Mt_tRNA
ENSELUG00000000011	23450.629	888.953074	657.711314968276	genic	protein_coding
ENSELUG00000000012	0	0	0	genic	Mt_tRNA
ENSELUG00000000013	0	0	0	genic	Mt_tRNA
ENSELUG00000000014	0	0	0	genic	Mt_tRNA
ENSELUG00000000015	0	0	0	genic	Mt_tRNA
ENSELUG00000000016	0	0	0	genic	Mt_tRNA
ENSELUG00000000017	200923.39	4835.243932	3577.46065312341	genic	protein_coding
ENSELUG00000000018	0	0	0	genic	Mt_tRNA
ENSELUG00000000019	0	0	0	genic	Mt_tRNA
ENSELUG00000000020	56796.458	3656.076591	2705.02798474078	genic	protein_coding
ENSELUG00000000021	0	0	0	genic	Mt_tRNA
ENSELUG00000000022	7186.495	7474.499291	5530.17127809949	genic	protein_coding
ENSELUG00000000023	36024.584	2360.29383	1746.31485513127	genic	protein_coding
ENSELUG00000000024	99056.673	5390.431565	3988.22832898225	genic	protein_coding
ENSELUG00000000025	0	0	0	genic	Mt_tRNA
ENSELUG00000000026	3600.204	675.268046	499.611787709189	genic	protein_coding
ENSELUG00000000027	0	0	0	genic	Mt_tRNA
ENSELUG00000000028	4896.85	1261.25228	933.165000322092	genic	protein_coding
ENSELUG00000000029	29001.314	796.627575	589.402281422606	genic	protein_coding
ENSELUG00000000030	0	0	0	genic	Mt_tRNA
ENSELUG00000000031	0	0	0	genic	Mt_tRNA
ENSELUG00000000032	0	0	0	genic	Mt_tRNA
ENSELUG00000000033	26778.07	532.614572	394.066504483886	genic	protein_coding
ENSELUG00000000034	7210.52	689.569041	510.192690685856	genic	protein_coding
ENSELUG00000000035	0	0	0	genic	Mt_tRNA
ENSELUG00000000036	37937.148	1307.499538	967.382042551316	genic	protein_coding
ENSELUG00000000037	0	0	0	genic	Mt_tRNA
ENSELUG00000000038	0	0	0	genic	Mt_tRNA
ENSELUG00000000044	10	0.079366	0.0587206656352394	genic	protein_coding
ENSELUG00000000046	106.996	3.586546	2.65358426091028	genic	protein_coding
ENSELUG00000000047	0	0	0	genic	snoRNA
ENSELUG00000000048	0	0	0	genic	snoRNA
ENSELUG00000000049	2	0.018959	0.0140272295413465	genic	protein_coding
ENSELUG00000000051	94.012	3.388675	2.50718508708382	genic	protein_coding
ENSELUG00000000052	9.042	0.328063	0.242724563796759	genic	protein_coding
ENSELUG00000000053	10.522	0.822738	0.608720648683385	genic	protein_coding
ENSELUG00000000055	4	0.065284	0.0483017908843959	genic	protein_coding
ENSELUG00000000056	1	0.00978	0.0072359462479228	genic	protein_coding
ENSELUG00000000057	19	0.44085	0.326172485009894	genic	protein_coding
ENSELUG00000000058	36	0.574105	0.424764102317354	genic	protein_coding
ENSELUG00000000059	549.186	3.814415	2.82217810912786	genic	protein_coding
ENSELUG00000000060	346.064	9.683147	7.16428744404243	genic	protein_coding
ENSELUG00000000062	2315.455	273.19515	202.129388608712	genic	protein_coding
ENSELUG00000000063	201	3.518817	2.6034734834639	genic	protein_coding
ENSELUG00000000064	1	0.020495	0.0151636726330448	genic	protein_coding
ENSELUG00000000065	46	0.551826	0.408280498385097	genic	protein_coding
ENSELUG00000000066	1281.727	23.74413	17.5676123091709	genic	protein_coding
